Year_name,,NG_extraction,Wind_PP,Hydro_PP
2021,118,4867.900581916408,5792.82,12586.986549094916
2021,119,4807.304355996198,4797.869999999999,12283.637301389903
2021,120,4678.9789283984765,4267.2300000000005,11697.179218006408
2021,121,4600.60180181435,4245.119999999999,10943.307495518988
2021,122,4595.968315751642,4620.99,10130.039379000904
2021,123,4645.522885541768,5018.97,9502.173593782069
2021,124,4719.816637896729,4598.88,9868.217414020797
2021,125,4842.931488143647,4024.0200000000004,10542.681454493535
2021,126,5131.192852800333,4024.0200000000004,10634.555715106319
2021,127,5810.896726053874,3979.7999999999997,10904.125010075957
2021,128,6086.631639374973,3338.6099999999997,11849.201633965487
2021,129,5768.645235063085,3139.62,11468.561471609191
2021,130,5465.973701694352,3051.18,9598.367915173149
2021,131,5231.807484014152,3471.27,7645.747473665935
2021,132,5050.466112627493,4311.45,5065.41821056229
2021,133,4935.161566968946,4930.53,4248.035172884149
2021,134,4848.683157469876,5107.41,3013.655228083492
2021,135,4787.828154244166,5018.97,6423.400867214485
2021,136,4767.8804274801605,5063.1900000000005,11860.235836966023
2021,137,4833.069000234651,5107.41,13714.397182477178
2021,138,4915.944142522416,5195.8499999999985,14353.830962983835
2021,139,5042.058489814875,5372.73,14034.645604655085
2021,140,5058.873735950429,5549.609999999999,13213.997482886927
2021,141,4947.172456992869,5527.5,13072.61794308535
2021,142,4867.900581916408,5638.05,12402.595437983808
2021,143,4807.304355996198,5792.82,11151.037301389904
2021,144,4678.9789283984765,5859.150000000001,10082.536995784187
2021,145,4600.60180181435,5881.26,9264.750828852319
2021,146,4595.968315751642,6080.250000000001,8685.073823445346
2021,147,4645.522885541768,6434.009999999999,8105.022482670958
2021,148,4719.816637896729,6434.009999999999,8076.376302909686
2021,149,4842.931488143647,6566.67,8118.053676715757
2021,150,5131.192852800333,7451.07,7227.611270661877
2021,151,5810.896726053874,7539.51,7159.642787853736
2021,152,6086.631639374973,7252.079999999999,7602.6427450766005
2021,153,5768.645235063085,6876.21,8028.442304942522
2021,154,5465.973701694352,6168.6900000000005,7649.030137395371
2021,155,5231.807484014152,5416.95,5311.22302922149
2021,156,5050.466112627493,4886.31,5317.339877228956
2021,157,4935.161566968946,4665.21,5737.182395106369
2021,158,4848.683157469876,4864.2,7485.054839194606
2021,159,4787.828154244166,4576.7699999999995,10330.336978325595
2021,160,4767.8804274801605,4068.24,12936.1011147438
2021,161,4833.069000234651,3802.919999999999,14783.603849143845
2021,162,4915.944142522416,3692.3700000000003,15709.033185206054
2021,163,5042.058489814875,3559.71,15778.615604655086
2021,164,5058.873735950429,3648.15,15208.885260664701
2021,165,4947.172456992869,3692.3700000000003,15071.097943085351
2021,166,4867.900581916408,3626.0399999999995,14542.455437983808
2021,167,4807.304355996198,3427.0499999999997,13553.562856945458
2021,168,4678.9789283984765,3117.5099999999998,12961.104773561965
2021,169,4600.60180181435,2940.63,12477.014162185651
2021,170,4595.968315751642,2852.19,12355.322712334235
2021,171,4645.522885541768,2763.75,12338.960260448737
2021,172,4719.816637896729,2763.75,12684.619636243018
2021,173,4842.931488143647,2763.75,13872.573676715758
2021,174,5131.192852800333,2763.75,15024.259048439655
2021,175,5810.896726053874,2763.75,15967.708343409293
2021,176,6086.631639374973,2719.5299999999997,16851.209411743264
2021,177,5768.645235063085,2807.9700000000003,17503.36147160919
2021,178,5465.973701694352,2631.0899999999997,17800.05374850648
2021,179,5231.807484014152,2321.5499999999997,17988.186918110383
2021,180,5050.466112627493,2432.1,17284.00821056229
2021,181,4935.161566968946,2675.3099999999995,16725.099061773035
2021,182,4848.683157469876,2719.5299999999997,17017.25539475016
2021,183,4787.828154244166,2653.2,17318.66392277004
2021,184,4767.8804274801605,2233.11,18183.250559188244
2021,185,4833.069000234651,1658.25,19448.440515810507
2021,186,4915.944142522416,1370.82,20373.172074094946
2021,187,5042.058489814875,1525.59,20218.518937988418
2021,188,5058.873735950429,1857.24,19113.445260664703
2021,189,4947.172456992869,2365.77,18312.02572086313
2021,190,4867.900581916408,2675.3099999999995,17182.690993539363
2021,191,4807.304355996198,2830.08,15352.560634723239
2021,192,4678.9789283984765,3073.29,13809.630329117519
2021,193,4600.60180181435,3360.72,12821.957495518986
2021,194,4595.968315751642,3692.3700000000003,12018.731601223122
2021,195,4645.522885541768,3559.71,12096.78359378207
2021,196,4719.816637896729,2940.63,13107.728525131908
2021,197,4842.931488143647,2476.32,14535.742565604645
2021,198,5131.192852800333,2299.44,15703.291270661875
2021,199,5810.896726053874,2387.88,16215.65614973262
2021,200,6086.631639374973,2697.4199999999996,16437.05935828877
2021,201,5768.645235063085,3228.0599999999995,16552.988138275858
2021,202,5465.973701694352,3648.15,14332.18541517315
2021,203,5231.807484014152,3758.7000000000003,10597.427195888156
2021,204,5050.466112627493,4245.119999999999,9229.078488340067
2021,205,4935.161566968946,5151.63,10510.730450661924
2021,206,4848.683157469876,5416.95,11555.588172527936
2021,207,4787.828154244166,4466.22,13795.380033881152
2021,208,4767.8804274801605,4289.34,16051.390003632692
2021,209,4833.069000234651,3825.0299999999997,17581.42718247718
2021,210,4915.944142522416,3603.93,18189.756518539387
2021,211,5042.058489814875,3316.5,18401.84227132175
2021,212,5058.873735950429,3095.4,17739.55748288692
2021,213,4947.172456992869,2653.2,17858.22349864091
2021,214,4867.900581916408,1967.7899999999997,17691.194326872697
2021,215,4807.304355996198,1304.49,16888.006190278793
2021,216,4678.9789283984765,840.18,16165.97921800641
2021,217,4600.60180181435,375.87,15455.647058823532
2021,218,4595.968315751642,110.55,14953.232085561498
2021,219,4645.522885541768,110.55,14948.974331550802
2021,220,4719.816637896729,619.08,14948.974331550802
2021,221,4842.931488143647,2211.0,14953.232085561498
2021,222,5131.192852800333,4046.1300000000006,13970.501270661875
2021,223,5810.896726053874,5018.97,13895.760565631514
2021,224,6086.631639374973,5107.41,14526.762745076598
2021,225,5768.645235063085,4532.55,14679.678693831414
2021,226,5465.973701694352,4620.99,13481.317637395368
2021,227,5231.807484014152,5217.96,11026.693584777046
2021,228,5050.466112627493,6190.8,9026.623488340067
2021,229,4935.161566968946,7229.97,9390.969617328592
2021,230,4848.683157469876,8269.14,9701.299561416827
2021,231,4787.828154244166,9396.75,9608.570867214485
2021,232,4767.8804274801605,10657.02,9698.26000363269
2021,233,4833.069000234651,11320.32,9893.064960254955
2021,234,4915.944142522416,15476.999999999996,6270.069851872722
2021,235,5042.058489814875,18771.39,2919.6578268773064
2021,236,5058.873735950429,19147.26,1828.347482886924
2021,237,4947.172456992869,18373.41,2288.024609752021
2021,238,4867.900581916408,19257.81,582.7243268726925
2021,239,4807.304355996198,18393.785079167683,-0.0
2021,240,4678.9789283984765,17259.898106895296,-0.0
2021,241,4600.60180181435,16469.216384407875,-0.0
2021,242,4595.968315751642,16151.796045667568,-0.0
2021,243,4645.522885541768,16122.238038226515,-0.0
2021,244,4719.816637896729,16573.79185846524,-0.0
2021,245,4842.931488143647,17554.662565604645,-0.0
2021,246,5131.192852800333,18262.859999999997,108.47682621743661
2021,247,5810.896726053874,18329.189999999995,868.2016767426267
2021,248,6086.631639374973,18550.29,1246.4646895210426
2021,249,5768.645235063085,18395.788416053634,-0.0
2021,250,5465.973701694352,15288.21735961759,-0.0
2021,251,5231.807484014152,13723.138306999266,-0.0
2021,252,5050.466112627493,13378.298488340066,-0.0
2021,253,4935.161566968946,14650.603506217478,-0.0
2021,254,4848.683157469876,17369.431228083493,-0.0
2021,255,4787.828154244166,17820.66,2248.002533881152
2021,256,4767.8804274801605,16648.83,4338.284725854914
2021,257,4833.069000234651,15897.09,5306.044960254956
2021,258,4915.944142522416,16228.74,5561.963185206056
2021,259,5042.058489814875,16582.5,5258.8756046550825
2021,260,5058.873735950429,16383.509999999998,4716.20303844248
2021,261,4947.172456992869,16184.520000000002,4691.897943085349
2021,262,4867.900581916408,17577.45,2495.595437983806
2021,263,4807.304355996198,18174.42,420.4317458343503
2021,264,4678.9789283984765,17408.198106895295,-0.0
2021,265,4600.60180181435,16680.488606630097,-0.0
2021,266,4595.968315751642,16316.790490112013,-0.0
2021,267,4645.522885541768,16321.876927115405,-0.0
2021,268,4719.816637896729,16687.94185846524,-0.0
2021,269,4842.931488143647,17807.501454493533,-0.0
2021,270,5131.192852800333,17754.33,787.7346039952063
2021,271,5810.896726053874,17665.89,1687.6461211870683
2021,272,6086.631639374973,17511.120000000003,2777.9416339654854
2021,273,5768.645235063085,17068.920000000002,3454.975360498076
2021,274,5465.973701694352,16648.83,3357.4887485064774
2021,275,5231.807484014152,16538.28,3517.754140332603
2021,276,5050.466112627493,16626.72,2849.5493216733976
2021,277,4935.161566968946,16427.729999999996,2926.2415617730385
2021,278,4848.683157469876,15698.1,4357.313172527936
2021,279,4787.828154244166,14658.929999999998,6221.326978325596
2021,280,4767.8804274801605,13398.659999999998,8095.813059188249
2021,281,4833.069000234651,12514.259999999997,9134.74718247718
2021,282,4915.944142522416,10767.57,11328.599851872723
2021,283,5042.058489814875,9286.199999999999,12608.48116021064
2021,284,5058.873735950429,8622.9,12462.218593998035
2021,285,4947.172456992869,7672.169999999998,13059.464609752022
2021,286,4867.900581916408,7185.75,12745.13988242825
2021,287,4807.304355996198,6544.5599999999995,11922.719523612124
2021,288,4678.9789283984765,6124.47,11224.978106895296
2021,289,4600.60180181435,5527.5,10934.560828852318
2021,290,4595.968315751642,4864.2,11147.051601223124
2021,291,4645.522885541768,4532.55,11250.410260448736
2021,292,4719.816637896729,4399.89,11407.979636243017
2021,293,4842.931488143647,3802.919999999999,12186.781454493535
2021,294,5131.192852800333,3272.2799999999997,12787.629048439652
2021,295,5810.896726053874,3294.39,13041.162787853735
2021,296,6086.631639374973,3183.8399999999997,13375.227189521045
2021,297,5768.645235063085,2940.63,14459.934804942524
2021,298,5465.973701694352,2365.77,15324.084859617593
2021,299,5231.807484014152,2166.78,15461.338862554821
2021,300,5050.466112627493,2100.45,15298.092932784512
2021,301,4935.161566968946,2188.8900000000003,15254.089895106368
2021,302,4848.683157469876,2299.44,15385.23011697238
2021,303,4787.828154244166,2387.88,15975.479756103374
2021,304,4767.8804274801605,2608.98,16411.863892521582
2021,305,4833.069000234651,2785.86,16760.830515810507
2021,306,4915.944142522416,3051.18,17210.434296317166
2021,307,5042.058489814875,3338.6099999999997,16738.004493543973
2021,308,5058.873735950429,3692.3700000000003,15658.459705109148
2021,309,4947.172456992869,4200.9,14838.151276418685
2021,310,4867.900581916408,4842.089999999999,13622.305437983809
2021,311,4807.304355996198,5217.96,12191.725079167682
2021,312,4678.9789283984765,5416.95,10941.075884673077
2021,313,4600.60180181435,5682.27,9839.429717741208
2021,314,4595.968315751642,6058.14,8963.411601223122
2021,315,4645.522885541768,6146.58,8686.808038226514
2021,316,4719.816637896729,5969.700000000001,8781.819636243017
2021,317,4842.931488143647,5682.27,9192.970343382423
2021,318,5131.192852800333,5505.39,9388.580159550766
2021,319,5810.896726053874,5372.73,9539.339454520403
2021,320,6086.631639374973,5350.619999999999,9743.299967298823
2021,321,5768.645235063085,5394.839999999999,8807.034527164746
2021,322,5465.973701694352,5284.29,7806.462081839815
2021,323,5231.807484014152,5262.179999999999,5886.159695888156
2021,324,5050.466112627493,5483.28,4335.275766117845
2021,325,4935.161566968946,5682.27,4499.875172884145
2021,326,4848.683157469876,5837.04,4954.313450305717
2021,327,4787.828154244166,5770.71,9576.005311658928
2021,328,4767.8804274801605,5726.49,11718.644170299358
2021,329,4833.069000234651,5726.49,12861.767182477177
2021,330,4915.944142522416,5837.04,13684.724296317167
2021,331,5042.058489814875,5837.04,13803.091160210639
2021,332,5058.873735950429,5682.27,13349.787482886924
2021,333,4947.172456992869,5505.39,13545.350165307575
2021,334,4867.900581916408,4952.64,13530.294326872696
2021,335,4807.304355996198,4444.11,12870.036190278794
2021,336,4678.9789283984765,4090.35,12226.836995784186
2021,337,4600.60180181435,3802.919999999999,11843.907495518986
2021,338,4595.968315751642,3714.48,11663.732712334233
2021,339,4645.522885541768,3449.16,11963.422482670958
2021,340,4719.816637896729,3670.26,12174.120747354129
2021,341,4842.931488143647,3935.5799999999995,13087.171454493535
2021,342,5131.192852800333,3957.6899999999996,14124.380159550765
2021,343,5810.896726053874,3736.59,15450.479454520402
2021,344,6086.631639374973,3825.0299999999997,16341.014967298823
2021,345,5768.645235063085,3559.71,16310.596471609191
2021,346,5465.973701694352,2940.63,15358.092915173147
2021,347,5231.807484014152,2365.77,13032.37941811038
2021,348,5050.466112627493,2432.1,5071.231766117848
2021,349,4935.161566968946,2763.75,4940.116950661926
2021,350,4848.683157469876,3095.4,6376.78700586127
2021,351,4787.828154244166,3073.29,8579.724811658929
2021,352,4767.8804274801605,2918.52,14461.416948077138
2021,353,4833.069000234651,2741.64,18635.772738032734
2021,354,4915.944142522416,2675.3099999999995,19341.504296317165
2021,355,5042.058489814875,2697.4199999999996,19352.188937988416
2021,356,5058.873735950429,2852.19,18550.050816220257
2021,357,4947.172456992869,3051.18,18099.86572086313
2021,358,4867.900581916408,3205.95,17176.789882428253
2021,359,4807.304355996198,3095.4,15788.901745834346
2021,360,4678.9789283984765,3382.83,14170.868106895297
2021,361,4600.60180181435,3736.59,13118.548606630096
2021,362,4595.968315751642,4267.2300000000005,12219.104934556457
2021,363,4645.522885541768,4576.7699999999995,11877.93470489318
2021,364,4719.816637896729,4620.99,12141.385191798574
2021,365,4842.931488143647,4974.75,12823.740343382422
2021,366,5131.192852800333,4576.7699999999995,14169.477937328542
2021,367,5810.896726053874,4775.76,14914.18723229818
2021,368,6086.631639374973,5483.28,14676.802467298821
2021,369,5768.645235063085,5217.96,8890.292304942523
2021,370,5465.973701694352,5262.179999999999,4592.88674850648
2021,371,5231.807484014152,5284.29,2700.775973665937
2021,372,5050.466112627493,5217.96,1991.5406550067337
2021,373,4935.161566968946,5262.179999999999,2622.4780617730394
2021,374,4848.683157469876,5726.49,4193.109005861271
2021,375,4787.828154244166,4753.65,9422.784756103374
2021,376,4767.8804274801605,5527.5,14481.763336966025
2021,377,4833.069000234651,5129.52,16721.776071366065
2021,378,4915.944142522416,5217.96,17268.95985187272
2021,379,5042.058489814875,4908.42,17480.105604655084
2021,380,5058.873735950429,4598.88,16997.288593998033
2021,381,4947.172456992869,4289.34,16954.033498640907
2021,382,4867.900581916408,3802.919999999999,16600.43099353936
2021,383,4807.304355996198,3161.7299999999996,15659.338412501016
2021,384,4678.9789283984765,2608.98,15049.368106895297
2021,385,4600.60180181435,1923.57,15043.335273296761
2021,386,4595.968315751642,1260.27,15402.681601223125
2021,387,4645.522885541768,862.29,15747.920260448738
2021,388,4719.816637896729,663.3,16342.030747354129
2021,389,4842.931488143647,508.53,17549.62701004909
2021,390,5131.192852800333,464.31,18450.010159550762
2021,391,5810.896726053874,685.41,19140.63723229818
2021,392,6086.631639374973,1061.2799999999997,19441.28718952104
2021,393,5768.645235063085,1282.38,19166.020916053636
2021,394,5465.973701694352,1127.61,18844.065692950924
2021,395,5231.807484014152,1061.2799999999997,16691.220806999267
2021,396,5050.466112627493,1171.83,10629.737766117847
2021,397,4935.161566968946,1415.04,7994.839395106368
2021,398,4848.683157469876,1835.13,8687.321450305717
2021,399,4787.828154244166,1945.6799999999996,11250.951978325598
2021,400,4767.8804274801605,1923.57,16422.582225854916
2021,401,4833.069000234651,1857.24,19470.750515810512
2021,402,4915.944142522416,2012.0100000000002,20126.00985187272
2021,403,5042.058489814875,2056.23,20021.817826877304
2021,404,5058.873735950429,2078.34,19219.07303844248
2021,405,4947.172456992869,2343.66,18605.413498640908
2021,406,4867.900581916408,2387.88,17715.982104650473
2021,407,4807.304355996198,2498.43,16085.871745834347
2021,408,4678.9789283984765,2631.0899999999997,14880.969218006408
2021,409,4600.60180181435,2100.45,13460.889304812834
2021,410,4595.968315751642,2233.11,13311.867914438504
2021,411,4645.522885541768,2255.22,13067.04705882353
2021,412,4719.816637896729,2387.88,13256.517112299465
2021,413,4842.931488143647,2675.3099999999995,13465.14705882353
2021,414,5131.192852800333,2852.19,13895.180213903745
2021,415,5810.896726053874,2896.41,13426.827272727272
2021,416,6086.631639374973,2807.9700000000003,13488.564705882352
2021,417,5768.645235063085,2608.98,14120.841176470589
2021,418,5465.973701694352,2321.5499999999997,14150.645454545454
2021,419,5231.807484014152,2387.88,13919.694418110379
2021,420,5050.466112627493,2984.8500000000004,12338.041543895622
2021,421,4935.161566968946,3758.7000000000003,10545.73128399526
2021,422,4848.683157469876,4842.089999999999,9477.225950305714
2021,423,4787.828154244166,5638.05,10484.073644992262
2021,424,4767.8804274801605,6146.58,12820.104170299359
2021,425,4833.069000234651,5991.81,14105.939037433154
2021,426,4915.944142522416,5350.619999999999,14103.810160427807
2021,427,5042.058489814875,4576.7699999999995,17108.06116021064
2021,428,5058.873735950429,4289.34,16767.2952606647
2021,429,4947.172456992869,4444.11,16363.169054196465
2021,430,4867.900581916408,4444.11,15552.140993539362
2021,431,4807.304355996198,4112.46,14388.497301389905
2021,432,4678.9789283984765,3891.359999999999,13540.26032911752
2021,433,4600.60180181435,3338.6099999999997,13336.389717741207
2021,434,4595.968315751642,2763.75,13615.112712334234
2021,435,4645.522885541768,2034.12,14214.511764705881
2021,436,4719.816637896729,1967.7899999999997,14412.497326203209
2021,437,4842.931488143647,2476.32,14433.786096256683
2021,438,5131.192852800333,2918.52,15368.363101604278
2021,439,5810.896726053874,3073.29,16567.479454520402
2021,440,6086.631639374973,3427.0499999999997,16519.426911743263
2021,441,5768.645235063085,3515.4900000000002,12717.851193831413
2021,442,5465.973701694352,3250.169999999999,10102.672359617593
2021,443,5231.807484014152,2940.63,11091.341640332601
2021,444,5050.466112627493,2719.5299999999997,13946.897655006735
2021,445,4935.161566968946,2520.54,15449.637117328592
2021,446,4848.683157469876,2277.33,16709.576228083493
2021,447,4787.828154244166,2056.23,17686.607533881153
2021,448,4767.8804274801605,1790.91,18582.635281410472
2021,449,4833.069000234651,1216.05,19460.14051581051
2021,450,4915.944142522416,619.08,20850.984296317165
2021,451,5042.058489814875,530.6399999999999,20878.485604655085
2021,452,5058.873735950429,906.5099999999999,19809.59192733137
2021,453,4947.172456992869,1503.48,18913.599054196464
2021,454,4867.900581916408,2188.8900000000003,17504.527660206026
2021,455,4807.304355996198,3117.5099999999998,15262.897301389905
2021,456,4678.9789283984765,4068.24,13261.335884673073
2021,457,4600.60180181435,4643.099999999999,11915.510828852319
2021,458,4595.968315751642,4245.119999999999,11861.337156778678
2021,459,4645.522885541768,4200.9,11720.021371559847
2021,460,4719.816637896729,3736.59,12189.324080687462
2021,461,4842.931488143647,3648.15,12536.790343382423
2021,462,5131.192852800333,3935.5799999999995,7385.0743315508025
2021,463,5810.896726053874,3957.6899999999996,6710.220320855614
2021,464,6086.631639374973,4112.46,12900.734967298822
2021,465,5768.645235063085,3979.7999999999997,13716.07174938697
2021,466,5465.973701694352,3736.59,13758.809304062037
2021,467,5231.807484014152,3714.48,13534.741640332602
2021,468,5050.466112627493,3891.359999999999,13222.927377228956
2021,469,4935.161566968946,4024.0200000000004,13107.833506217477
2021,470,4848.683157469876,4267.2300000000005,13093.944283639048
2021,471,4787.828154244166,4245.119999999999,13931.666144992263
2021,472,4767.8804274801605,4134.57,14960.107225854914
2021,473,4833.069000234651,3736.59,16049.161626921621
2021,474,4915.944142522416,3758.7000000000003,16791.1476296505
2021,475,5042.058489814875,3736.59,16582.218937988415
2021,476,5058.873735950429,3603.93,16072.716371775812
2021,477,4947.172456992869,3714.48,15818.582387529797
2021,478,4867.900581916408,3692.3700000000003,15271.942104650472
2021,479,4807.304355996198,3427.0499999999997,14425.529523612126
2021,480,4678.9789283984765,3228.0599999999995,12837.128342245987
2021,481,4600.60180181435,2984.8500000000004,13245.83305107454
2021,482,4595.968315751642,2896.41,11010.551871657754
2021,483,4645.522885541768,2918.52,10644.385026737968
2021,484,4719.816637896729,2984.8500000000004,10431.497326203209
2021,485,4842.931488143647,3228.0599999999995,9154.17112299465
2021,486,5131.192852800333,2940.63,12773.317937328542
2021,487,5810.896726053874,2454.21,13253.687232298178
2021,488,6086.631639374973,2233.11,13349.930800632155
2021,489,5768.645235063085,1923.57,11863.210082720303
2021,490,5465.973701694352,1658.25,8827.675859617593
2021,491,5231.807484014152,1591.9199999999998,6857.0215292214925
2021,492,5050.466112627493,1680.36,4799.87309945118
2021,493,4935.161566968946,2233.11,2698.3853951063684
2021,494,4848.683157469876,3294.39,2250.9036725279366
2021,495,4787.828154244166,4046.1300000000006,4507.154589436706
2021,496,4767.8804274801605,4245.119999999999,9746.760003632691
2021,497,4833.069000234651,4620.99,14266.404682477176
2021,498,4915.944142522416,6058.14,13769.174296317164
2021,499,5042.058489814875,5262.179999999999,14704.740049099528
2021,500,5058.873735950429,5593.83,13961.738593998034
2021,501,4947.172456992869,5837.04,13742.94460975202
2021,502,4867.900581916408,5969.700000000001,13018.628771317137
2021,503,4807.304355996198,5505.39,12461.106190278791
2021,504,4678.9789283984765,6102.36,10892.288106895297
2021,505,4600.60180181435,6986.76,9476.223051074541
2021,506,4595.968315751642,7008.869999999999,9174.292712334238
2021,507,4645.522885541768,8048.040000000001,8135.370260448735
2021,508,4719.816637896729,9153.539999999999,7412.040747354131
2021,509,4842.931488143647,8003.82,9674.764787826869
2021,510,5131.192852800333,5837.04,12732.991270661878
2021,511,5810.896726053874,5372.73,14061.783898964848
