Year_name,,Boiler
2021,1,226.02739726027397
2021,2,226.02739726027397
2021,3,226.02739726027397
2021,4,226.02739726027397
2021,5,226.02739726027397
2021,6,226.02739726027397
2021,7,226.02739726027397
2021,8,226.02739726027397
2021,9,226.02739726027397
2021,10,226.02739726027397
2021,11,226.02739726027397
2021,12,226.02739726027397
2021,13,226.02739726027397
2021,14,226.02739726027397
2021,15,226.02739726027397
2021,16,226.02739726027397
2021,17,226.02739726027397
2021,18,226.02739726027397
2021,19,226.02739726027397
2021,20,226.02739726027397
2021,21,226.02739726027397
2021,22,226.02739726027397
2021,23,226.02739726027397
2021,24,226.02739726027397
2021,25,226.02739726027397
2021,26,226.02739726027397
2021,27,226.02739726027397
2021,28,226.02739726027397
2021,29,226.02739726027397
2021,30,226.02739726027397
2021,31,226.02739726027397
2021,32,226.02739726027397
2021,33,226.02739726027397
2021,34,226.02739726027397
2021,35,226.02739726027397
2021,36,226.02739726027397
2021,37,226.02739726027397
2021,38,226.02739726027397
2021,39,226.02739726027397
2021,40,226.02739726027397
2021,41,226.02739726027397
2021,42,226.02739726027397
2021,43,226.02739726027397
2021,44,226.02739726027397
2021,45,226.02739726027397
2021,46,226.02739726027397
2021,47,226.02739726027397
2021,48,226.02739726027397
2021,49,226.02739726027397
2021,50,226.02739726027397
2021,51,226.02739726027397
2021,52,226.02739726027397
2021,53,226.02739726027397
2021,54,226.02739726027397
2021,55,226.02739726027397
2021,56,226.02739726027397
2021,57,226.02739726027397
2021,58,226.02739726027397
2021,59,226.02739726027397
2021,60,226.02739726027397
2021,61,226.02739726027397
2021,62,226.02739726027397
2021,63,226.02739726027397
2021,64,226.02739726027397
2021,65,226.02739726027397
2021,66,226.02739726027397
2021,67,226.02739726027397
2021,68,226.02739726027397
2021,69,226.02739726027397
2021,70,226.02739726027397
2021,71,226.02739726027397
2021,72,226.02739726027397
2021,73,226.02739726027397
2021,74,226.02739726027397
2021,75,226.02739726027397
2021,76,226.02739726027397
2021,77,226.02739726027397
2021,78,226.02739726027397
2021,79,226.02739726027397
2021,80,226.02739726027397
2021,81,226.02739726027397
2021,82,226.02739726027397
2021,83,226.02739726027397
2021,84,226.02739726027397
2021,85,226.02739726027397
2021,86,226.02739726027397
2021,87,226.02739726027397
2021,88,226.02739726027397
2021,89,226.02739726027397
2021,90,226.02739726027397
2021,91,226.02739726027397
2021,92,226.02739726027397
2021,93,226.02739726027397
2021,94,226.02739726027397
2021,95,226.02739726027397
2021,96,226.02739726027397
2021,97,226.02739726027397
2021,98,226.02739726027397
2021,99,226.02739726027397
2021,100,226.02739726027397
2021,101,226.02739726027397
2021,102,226.02739726027397
2021,103,226.02739726027397
2021,104,226.02739726027397
2021,105,226.02739726027397
