Year_name,,CHP_PP
2021,1,5740.682234171595
2021,2,5734.647581923523
2021,3,5799.187453618184
2021,4,5895.947636685285
2021,5,6056.2924176468705
2021,6,6431.724018975738
2021,7,7316.97034350115
2021,8,7676.08749461055
2021,9,7261.942001634748
2021,10,6867.742596575308
2021,11,6562.764514668616
2021,12,6326.585512574632
2021,13,6176.412872308941
2021,14,6063.783391777351
2021,15,5984.525835576187
2021,16,5958.545916238746
2021,17,6043.447513394194
2021,18,6151.384098709779
2021,19,6315.635424623479
2021,20,6337.535601190424
2021,21,6192.055855476097
2021,22,6088.812165376514
2021,23,6009.891640738033
2021,24,5842.76060383476
2021,25,5740.682234171595
2021,26,5734.647581923523
2021,27,5799.187453618184
2021,28,5895.947636685285
2021,29,6056.2924176468705
2021,30,6431.724018975738
2021,31,7316.97034350115
2021,32,7676.08749461055
2021,33,7261.942001634748
2021,34,6867.742596575308
2021,35,6562.764514668616
2021,36,6326.585512574632
2021,37,6176.412872308941
2021,38,6063.783391777351
2021,39,5984.525835576187
2021,40,5958.545916238746
2021,41,6043.447513394194
2021,42,6151.384098709779
2021,43,6315.635424623479
2021,44,6337.535601190424
2021,45,6192.055855476097
2021,46,6088.812165376514
2021,47,6009.891640738033
2021,48,5842.76060383476
2021,49,5740.682234171595
2021,50,5734.647581923523
2021,51,5799.187453618184
2021,52,5895.947636685285
2021,53,6056.2924176468705
2021,54,6431.724018975738
2021,55,7316.97034350115
2021,56,7676.08749461055
2021,57,7261.942001634748
2021,58,6867.742596575308
2021,59,6562.764514668616
2021,60,6326.585512574632
2021,61,6176.412872308941
2021,62,6063.783391777351
2021,63,5984.525835576187
2021,64,5958.545916238746
2021,65,6043.447513394194
2021,66,6151.384098709779
2021,67,6315.635424623479
2021,68,6337.535601190424
2021,69,6192.055855476097
2021,70,6088.812165376514
2021,71,6009.891640738033
2021,72,5842.76060383476
2021,73,5740.682234171595
2021,74,5734.647581923523
2021,75,5799.187453618184
2021,76,5895.947636685285
2021,77,6056.2924176468705
2021,78,6431.724018975738
2021,79,7316.97034350115
2021,80,7676.08749461055
2021,81,7261.942001634748
2021,82,6867.742596575308
2021,83,6562.764514668616
2021,84,6326.585512574632
2021,85,6176.412872308941
2021,86,6063.783391777351
2021,87,5984.525835576187
2021,88,5958.545916238746
2021,89,6043.447513394194
2021,90,6151.384098709779
2021,91,6315.635424623479
2021,92,6337.535601190424
2021,93,6192.055855476097
2021,94,6088.812165376514
2021,95,6009.891640738033
2021,96,5842.76060383476
2021,97,5740.682234171595
2021,98,5734.647581923523
2021,99,5799.187453618184
2021,100,5895.947636685285
2021,101,6056.2924176468705
2021,102,6431.724018975738
2021,103,7316.97034350115
2021,104,7676.08749461055
2021,105,7261.942001634748
2021,106,6867.742596575308
2021,107,6562.764514668616
2021,108,6326.585512574632
2021,109,6176.412872308941
2021,110,6063.783391777351
2021,111,5984.525835576187
2021,112,5958.545916238746
2021,113,6043.447513394194
2021,114,6151.384098709779
2021,115,6315.635424623479
2021,116,6337.535601190424
2021,117,6192.055855476097
2021,118,6088.812165376514
2021,119,6009.891640738033
2021,120,5842.76060383476
2021,121,5740.682234171595
2021,122,5734.647581923523
2021,123,5799.187453618184
2021,124,5895.947636685285
2021,125,6056.2924176468705
2021,126,6431.724018975738
2021,127,7316.97034350115
2021,128,7676.08749461055
2021,129,7261.942001634748
2021,130,6867.742596575308
2021,131,6562.764514668616
2021,132,6326.585512574632
2021,133,6176.412872308941
2021,134,6063.783391777351
2021,135,5984.525835576187
2021,136,5958.545916238746
2021,137,6043.447513394194
2021,138,6151.384098709779
2021,139,6315.635424623479
2021,140,6337.535601190424
2021,141,6192.055855476097
2021,142,6088.812165376514
2021,143,6009.891640738033
2021,144,5842.76060383476
2021,145,5740.682234171595
2021,146,5734.647581923523
2021,147,5799.187453618184
2021,148,5895.947636685285
2021,149,6056.2924176468705
2021,150,6431.724018975738
2021,151,7316.97034350115
2021,152,7676.08749461055
2021,153,7261.942001634748
2021,154,6867.742596575308
2021,155,6562.764514668616
2021,156,6326.585512574632
2021,157,6176.412872308941
2021,158,6063.783391777351
2021,159,5984.525835576187
2021,160,5958.545916238746
2021,161,6043.447513394194
2021,162,6151.384098709779
2021,163,6315.635424623479
2021,164,6337.535601190424
2021,165,6192.055855476097
2021,166,6088.812165376514
2021,167,6009.891640738033
2021,168,5842.76060383476
2021,169,5740.682234171595
2021,170,5734.647581923523
2021,171,5799.187453618184
2021,172,5895.947636685285
2021,173,6056.2924176468705
2021,174,6431.724018975738
2021,175,7316.97034350115
2021,176,7676.08749461055
2021,177,7261.942001634748
2021,178,6867.742596575308
2021,179,6562.764514668616
2021,180,6326.585512574632
2021,181,6176.412872308941
2021,182,6063.783391777351
2021,183,5984.525835576187
2021,184,5958.545916238746
2021,185,6043.447513394194
2021,186,6151.384098709779
2021,187,6315.635424623479
2021,188,6337.535601190424
2021,189,6192.055855476097
2021,190,6088.812165376514
2021,191,6009.891640738033
2021,192,5842.76060383476
2021,193,5740.682234171595
2021,194,5734.647581923523
2021,195,5799.187453618184
2021,196,5895.947636685285
2021,197,6056.2924176468705
2021,198,6431.724018975738
2021,199,7316.97034350115
2021,200,7676.08749461055
2021,201,7261.942001634748
2021,202,6867.742596575308
2021,203,6562.764514668616
2021,204,6326.585512574632
2021,205,6176.412872308941
2021,206,6063.783391777351
2021,207,5984.525835576187
2021,208,5958.545916238746
2021,209,6043.447513394194
2021,210,6151.384098709779
2021,211,6315.635424623479
2021,212,6337.535601190424
2021,213,6192.055855476097
2021,214,6088.812165376514
2021,215,6009.891640738033
2021,216,5842.76060383476
2021,217,5740.682234171595
2021,218,5734.647581923523
2021,219,5799.187453618184
2021,220,5895.947636685285
2021,221,6056.2924176468705
2021,222,6431.724018975738
2021,223,7316.97034350115
2021,224,7676.08749461055
2021,225,7261.942001634748
2021,226,6867.742596575308
2021,227,6562.764514668616
2021,228,6326.585512574632
2021,229,6176.412872308941
2021,230,6063.783391777351
2021,231,5984.525835576187
2021,232,5958.545916238746
2021,233,6043.447513394194
2021,234,6151.384098709779
2021,235,6315.635424623479
2021,236,6337.535601190424
2021,237,6192.055855476097
2021,238,6088.812165376514
2021,239,6009.891640738033
2021,240,5842.76060383476
2021,241,5740.682234171595
2021,242,5734.647581923523
2021,243,5799.187453618184
2021,244,5895.947636685285
2021,245,6056.2924176468705
2021,246,6431.724018975738
2021,247,7316.97034350115
2021,248,7676.08749461055
2021,249,7261.942001634748
2021,250,6867.742596575308
2021,251,6562.764514668616
2021,252,6326.585512574632
2021,253,6176.412872308941
2021,254,6063.783391777351
2021,255,5984.525835576187
2021,256,5958.545916238746
2021,257,6043.447513394194
2021,258,6151.384098709779
2021,259,6315.635424623479
2021,260,6337.535601190424
2021,261,6192.055855476097
2021,262,6088.812165376514
2021,263,6009.891640738033
2021,264,5842.76060383476
2021,265,5740.682234171595
2021,266,5734.647581923523
2021,267,5799.187453618184
2021,268,5895.947636685285
2021,269,6056.2924176468705
2021,270,6431.724018975738
2021,271,7316.97034350115
2021,272,7676.08749461055
2021,273,7261.942001634748
2021,274,6867.742596575308
2021,275,6562.764514668616
2021,276,6326.585512574632
2021,277,6176.412872308941
2021,278,6063.783391777351
2021,279,5984.525835576187
2021,280,5958.545916238746
2021,281,6043.447513394194
2021,282,6151.384098709779
2021,283,6315.635424623479
2021,284,6337.535601190424
2021,285,6192.055855476097
2021,286,6088.812165376514
2021,287,6009.891640738033
2021,288,5842.76060383476
2021,289,5740.682234171595
2021,290,5734.647581923523
2021,291,5799.187453618184
2021,292,5895.947636685285
2021,293,6056.2924176468705
2021,294,6431.724018975738
2021,295,7316.97034350115
2021,296,7676.08749461055
2021,297,7261.942001634748
2021,298,6867.742596575308
2021,299,6562.764514668616
2021,300,6326.585512574632
2021,301,6176.412872308941
2021,302,6063.783391777351
2021,303,5984.525835576187
2021,304,5958.545916238746
2021,305,6043.447513394194
2021,306,6151.384098709779
2021,307,6315.635424623479
2021,308,6337.535601190424
