Year_name,,Elec_transmission,Gas_pipeline
2021,290,11739.244444444445,192.82981611748735
2021,291,11732.655555555555,192.82981611748735
2021,292,11877.6,192.82981611748735
2021,293,12158.31111111111,192.82981611748735
2021,294,12280.555555555555,192.82981611748735
2021,295,12748.166666666666,192.82981611748735
2021,296,12702.6,192.82981611748735
2021,297,12814.855555555556,192.82981611748735
2021,298,12892.833333333332,192.82981611748735
2021,299,12923.055555555555,192.82981611748735
2021,300,12953.1,192.82981611748735
2021,301,12922.022222222222,192.82981611748735
2021,302,13159.588888888888,192.82981611748735
2021,303,13499.944444444445,192.82981611748735
2021,304,13707.611111111111,192.82981611748735
2021,305,13811.733333333332,192.82981611748735
2021,306,13689.633333333333,192.82981611748735
2021,307,13279.977777777776,192.82981611748735
2021,308,12733.655555555557,192.82981611748735
2021,309,12829.822222222221,192.82981611748735
2021,310,12617.7,192.82981611748735
2021,311,12112.144444444444,192.82981611748735
2021,312,11680.311111111112,192.82981611748735
2021,313,11394.455555555556,192.82981611748735
2021,314,11249.544444444444,192.82981611748735
2021,315,11274.333333333332,192.82981611748735
2021,316,11340.0,192.82981611748735
2021,317,11565.1,192.82981611748735
2021,318,11633.366666666667,192.82981611748735
2021,319,11958.433333333332,192.82981611748735
2021,320,12090.377777777778,192.82981611748735
2021,321,12297.477777777776,192.82981611748735
2021,322,12486.755555555555,192.82981611748735
2021,323,12545.988888888887,192.82981611748735
2021,324,12539.433333333332,192.82981611748735
2021,325,12521.3,192.82981611748735
2021,326,12713.822222222223,192.82981611748735
2021,327,13110.699999999999,192.82981611748735
2021,328,13184.688888888888,192.82981611748735
2021,329,13205.8,192.82981611748735
2021,330,13198.533333333333,192.82981611748735
2021,331,12984.744444444445,192.82981611748735
2021,332,12371.133333333333,192.82981611748735
2021,333,12689.011111111111,192.82981611748735
2021,334,12582.488888888889,192.82981611748735
2021,335,12187.855555555556,192.82981611748735
2021,336,11870.72222222222,192.82981611748735
2021,337,11643.333333333334,192.82981611748735
2021,338,11589.955555555554,192.82981611748735
2021,339,11754.777777777777,192.82981611748735
2021,340,12249.111111111111,192.82981611748735
2021,341,13337.611111111111,192.82981611748735
2021,342,13946.466666666665,192.82981611748735
2021,343,14345.933333333332,192.82981611748735
2021,344,14307.077777777778,192.82981611748735
2021,345,14219.322222222221,192.82981611748735
2021,346,14267.288888888888,192.82981611748735
2021,347,14277.611111111111,192.82981611748735
2021,348,14198.833333333334,192.82981611748735
2021,349,14188.877777777778,192.82981611748735
2021,350,14193.377777777778,192.82981611748735
2021,351,14339.499999999998,192.82981611748735
2021,352,14364.566666666668,192.82981611748735
2021,353,14247.455555555554,192.82981611748735
2021,354,14159.833333333334,192.82981611748735
2021,355,13946.72222222222,192.82981611748735
2021,356,13440.066666666666,192.82981611748735
2021,357,13545.566666666666,192.82981611748735
2021,358,13311.044444444444,192.82981611748735
2021,359,12825.51111111111,192.82981611748735
2021,360,12399.733333333334,192.82981611748735
2021,361,12229.144444444444,192.82981611748735
2021,362,12208.077777777778,192.82981611748735
2021,363,12351.899999999998,192.82981611748735
2021,364,12755.855555555556,192.82981611748735
2021,365,13749.599999999999,192.82981611748735
2021,366,14355.644444444444,192.82981611748735
2021,367,14691.31111111111,192.82981611748735
2021,368,14551.377777777778,192.82981611748735
2021,369,14430.455555555554,192.82981611748735
2021,370,14376.62222222222,192.82981611748735
2021,371,14343.366666666667,192.82981611748735
2021,372,14190.122222222222,192.82981611748735
2021,373,14166.58888888889,192.82981611748735
2021,374,14184.077777777777,192.82981611748735
2021,375,14471.144444444444,192.82981611748735
2021,376,14583.355555555556,192.82981611748735
2021,377,14622.588888888888,192.82981611748735
2021,378,14668.688888888888,192.82981611748735
2021,379,14386.888888888889,192.82981611748735
2021,380,13760.244444444443,192.82981611748735
2021,381,13791.644444444444,192.82981611748735
2021,382,13521.655555555555,192.82981611748735
2021,383,12974.777777777777,192.82981611748735
2021,384,12658.133333333333,192.82981611748735
2021,385,12440.91111111111,192.82981611748735
2021,386,12413.444444444445,192.82981611748735
2021,387,12531.155555555557,192.82981611748735
2021,388,13011.31111111111,192.82981611748735
2021,389,14016.766666666666,192.82981611748735
2021,390,14562.466666666665,192.82981611748735
2021,391,14937.41111111111,192.82981611748735
2021,392,14706.099999999999,192.82981611748735
2021,393,14525.666666666666,192.82981611748735
2021,394,14482.466666666665,192.82981611748735
2021,395,14487.199999999999,192.82981611748735
2021,396,14378.933333333334,192.82981611748735
2021,397,14226.72222222222,192.82981611748735
2021,398,14296.522222222222,192.82981611748735
2021,399,14455.966666666667,192.82981611748735
2021,400,14708.744444444445,192.82981611748735
2021,401,14730.533333333333,192.82981611748735
2021,402,14742.288888888888,192.82981611748735
2021,403,14381.41111111111,192.82981611748735
2021,404,13758.988888888889,192.82981611748735
2021,405,13762.344444444445,192.82981611748735
2021,406,13467.166666666668,192.82981611748735
2021,407,12850.51111111111,192.82981611748735
2021,408,12566.844444444443,192.82981611748735
2021,409,12314.2,192.82981611748735
2021,410,12226.566666666666,192.82981611748735
2021,411,12282.31111111111,192.82981611748735
2021,412,12660.4,192.82981611748735
2021,413,13665.955555555556,192.82981611748735
2021,414,14246.099999999999,192.82981611748735
2021,415,14455.51111111111,192.82981611748735
2021,416,14160.2,192.82981611748735
2021,417,14082.966666666667,192.82981611748735
2021,418,14138.377777777778,192.82981611748735
2021,419,14116.81111111111,192.82981611748735
2021,420,14022.41111111111,192.82981611748735
2021,421,13994.011111111111,192.82981611748735
2021,422,14057.322222222221,192.82981611748735
2021,423,14351.833333333332,192.82981611748735
2021,424,14410.58888888889,192.82981611748735
2021,425,14281.644444444444,192.82981611748735
2021,426,14265.455555555554,192.82981611748735
2021,427,14044.444444444443,192.82981611748735
2021,428,13548.21111111111,192.82981611748735
2021,429,13624.300000000001,192.82981611748735
2021,430,13349.555555555555,192.82981611748735
2021,431,12774.666666666668,192.82981611748735
2021,432,12452.655555555555,192.82981611748735
2021,433,12172.755555555555,192.82981611748735
2021,434,12189.355555555556,192.82981611748735
2021,435,12356.6,192.82981611748735
2021,436,12853.355555555556,192.82981611748735
2021,437,13831.233333333334,192.82981611748735
2021,438,14359.499999999998,192.82981611748735
2021,439,14684.633333333333,192.82981611748735
2021,440,14491.522222222222,192.82981611748735
2021,441,14488.944444444443,192.82981611748735
2021,442,14452.533333333333,192.82981611748735
2021,443,14392.833333333332,192.82981611748735
2021,444,14274.522222222222,192.82981611748735
2021,445,14167.344444444445,192.82981611748735
2021,446,14181.5,192.82981611748735
2021,447,14427.822222222223,192.82981611748735
2021,448,14489.300000000001,192.82981611748735
2021,449,14376.233333333334,192.82981611748735
2021,450,14431.833333333332,192.82981611748735
2021,451,14194.988888888889,192.82981611748735
2021,452,13635.177777777777,192.82981611748735
2021,453,13666.6,192.82981611748735
2021,454,13346.72222222222,192.82981611748735
2021,455,12785.366666666667,192.82981611748735
2021,456,12418.11111111111,192.82981611748735
2021,457,12151.366666666667,192.82981611748735
2021,458,12038.199999999999,192.82981611748735
2021,459,12046.866666666667,192.82981611748735
2021,460,12183.144444444444,192.82981611748735
2021,461,12522.3,192.82981611748735
2021,462,12732.488888888889,192.82981611748735
2021,463,13136.988888888889,192.82981611748735
2021,464,13207.977777777778,192.82981611748735
2021,465,13332.9,192.82981611748735
2021,466,13368.877777777778,192.82981611748735
2021,467,13421.333333333334,192.82981611748735
2021,468,13379.744444444445,192.82981611748735
2021,469,13320.333333333332,192.82981611748735
2021,470,13441.755555555555,192.82981611748735
2021,471,13856.533333333333,192.82981611748735
2021,472,14243.544444444444,192.82981611748735
2021,473,14384.544444444444,192.82981611748735
2021,474,14240.366666666667,192.82981611748735
2021,475,13788.422222222222,192.82981611748735
2021,476,13283.22222222222,192.82981611748735
2021,477,13543.833333333334,192.82981611748735
2021,478,13386.366666666665,192.82981611748735
2021,479,12836.288888888888,192.82981611748735
2021,480,12508.1,192.82981611748735
2021,481,12264.688888888888,192.82981611748735
2021,482,12147.366666666665,192.82981611748735
2021,483,12181.966666666667,192.82981611748735
2021,484,12284.366666666667,192.82981611748735
2021,485,12468.0,192.82981611748735
2021,486,12573.344444444445,192.82981611748735
2021,487,12903.01111111111,192.82981611748735
2021,488,12979.31111111111,192.82981611748735
2021,489,13219.633333333333,192.82981611748735
2021,490,13335.633333333333,192.82981611748735
2021,491,13388.922222222223,192.82981611748735
2021,492,13330.366666666667,192.82981611748735
2021,493,13267.922222222222,192.82981611748735
2021,494,13279.644444444444,192.82981611748735
2021,495,13690.977777777776,192.82981611748735
2021,496,14044.322222222221,192.82981611748735
2021,497,14063.9,192.82981611748735
2021,498,14127.833333333332,192.82981611748735
2021,499,13936.533333333333,192.82981611748735
2021,500,13472.144444444444,192.82981611748735
2021,501,13805.755555555555,192.82981611748735
2021,502,13646.633333333331,192.82981611748735
2021,503,13241.455555555554,192.82981611748735
2021,504,12864.433333333332,192.82981611748735
2021,505,12651.988888888889,192.82981611748735
2021,506,12616.155555555557,192.82981611748735
2021,507,12746.855555555556,192.82981611748735
2021,508,13195.311111111112,192.82981611748735
2021,509,14233.444444444445,192.82981611748735
2021,510,14625.677777777779,192.82981611748735
2021,511,14915.877777777778,192.82981611748735
2021,512,14706.7,192.82981611748735
2021,513,14616.033333333333,192.82981611748735
2021,514,14760.255555555555,192.82981611748735
2021,515,14808.1,192.82981611748735
2021,516,14696.3,192.82981611748735
2021,517,14674.41111111111,192.82981611748735
2021,518,14732.011111111111,192.82981611748735
2021,519,14921.41111111111,192.82981611748735
2021,520,15132.31111111111,192.82981611748735
2021,521,15103.966666666665,192.82981611748735
2021,522,15118.866666666665,192.82981611748735
2021,523,14937.7,192.82981611748735
2021,524,14388.4,192.82981611748735
2021,525,14516.666666666666,192.82981611748735
2021,526,14291.68888888889,192.82981611748735
2021,527,13660.422222222222,192.82981611748735
2021,528,13401.277777777777,192.82981611748735
2021,529,13218.777777777777,192.82981611748735
2021,530,13267.266666666666,192.82981611748735
2021,531,13409.855555555556,192.82981611748735
2021,532,13863.044444444444,192.82981611748735
2021,533,14854.077777777777,192.82981611748735
2021,534,15164.288888888888,192.82981611748735
2021,535,15345.044444444446,192.82981611748735
2021,536,15172.11111111111,192.82981611748735
2021,537,15096.62222222222,192.82981611748735
2021,538,15112.21111111111,192.82981611748735
2021,539,15082.777777777777,192.82981611748735
2021,540,15003.21111111111,192.82981611748735
2021,541,14929.033333333333,192.82981611748735
2021,542,14894.588888888888,192.82981611748735
2021,543,15011.955555555556,192.82981611748735
2021,544,15161.422222222223,192.82981611748735
2021,545,15087.522222222222,192.82981611748735
2021,546,15104.077777777777,192.82981611748735
2021,547,14894.255555555555,192.82981611748735
2021,548,14198.533333333333,192.82981611748735
2021,549,14130.066666666666,192.82981611748735
2021,550,13770.488888888889,192.82981611748735
2021,551,13218.91111111111,192.82981611748735
2021,552,12823.81111111111,192.82981611748735
2021,553,12594.333333333332,192.82981611748735
2021,554,12510.766666666666,192.82981611748735
2021,555,12563.677777777777,192.82981611748735
2021,556,13004.366666666667,192.82981611748735
2021,557,14001.611111111111,192.82981611748735
2021,558,14423.977777777778,192.82981611748735
2021,559,14686.222222222223,192.82981611748735
2021,560,14500.433333333332,192.82981611748735
2021,561,14445.71111111111,192.82981611748735
2021,562,14425.877777777778,192.82981611748735
2021,563,14399.0,192.82981611748735
2021,564,14278.744444444445,192.82981611748735
2021,565,14172.511111111111,192.82981611748735
2021,566,14103.166666666666,192.82981611748735
2021,567,14413.833333333334,192.82981611748735
2021,568,14475.133333333333,192.82981611748735
2021,569,14476.855555555556,192.82981611748735
2021,570,14394.599999999999,192.82981611748735
2021,571,14046.755555555555,192.82981611748735
2021,572,13377.622222222222,192.82981611748735
2021,573,13348.611111111111,192.82981611748735
2021,574,12998.433333333332,192.82981611748735
2021,575,12468.944444444443,192.82981611748735
2021,576,12046.644444444444,192.82981611748735
2021,577,11751.644444444444,192.82981611748735
2021,578,11699.422222222222,192.82981611748735
2021,579,11764.31111111111,192.82981611748735
2021,580,12087.077777777778,192.82981611748735
2021,581,12969.18888888889,192.82981611748735
2021,582,13475.933333333332,192.82981611748735
2021,583,13652.966666666667,192.82981611748735
2021,584,13298.866666666665,192.82981611748735
2021,585,13199.699999999999,192.82981611748735
2021,586,13204.011111111111,192.82981611748735
2021,587,13206.555555555555,192.82981611748735
2021,588,13176.022222222222,192.82981611748735
2021,589,13155.8,192.82981611748735
2021,590,13117.5,192.82981611748735
2021,591,13280.533333333333,192.82981611748735
2021,592,13466.155555555557,192.82981611748735
2021,593,13483.322222222221,192.82981611748735
2021,594,13463.933333333334,192.82981611748735
2021,595,13187.733333333332,192.82981611748735
2021,596,12602.288888888888,192.82981611748735
2021,597,12699.844444444445,192.82981611748735
2021,598,12377.011111111111,192.82981611748735
2021,599,11801.777777777777,192.82981611748735
2021,600,11439.22222222222,192.82981611748735
2021,601,11246.755555555555,192.82981611748735
2021,602,11193.133333333333,192.82981611748735
2021,603,11247.455555555554,192.82981611748735
2021,604,11728.233333333334,192.82981611748735
2021,605,12716.833333333332,192.82981611748735
2021,606,13343.155555555555,192.82981611748735
2021,607,13537.333333333334,192.82981611748735
2021,608,13364.522222222222,192.82981611748735
2021,609,13327.877777777778,192.82981611748735
2021,610,13317.855555555554,192.82981611748735
2021,611,13258.22222222222,192.82981611748735
2021,612,13212.655555555555,192.82981611748735
2021,613,13126.666666666666,192.82981611748735
2021,614,13102.544444444446,192.82981611748735
2021,615,13342.488888888889,192.82981611748735
2021,616,13454.211111111112,192.82981611748735
2021,617,13450.055555555555,192.82981611748735
2021,618,13383.422222222222,192.82981611748735
2021,619,13126.833333333332,192.82981611748735
2021,620,12532.21111111111,192.82981611748735
2021,621,12517.433333333334,192.82981611748735
2021,622,12269.766666666668,192.82981611748735
2021,623,11659.699999999999,192.82981611748735
2021,624,11295.655555555555,192.82981611748735
2021,625,10947.366666666665,192.82981611748735
2021,626,10868.288888888888,192.82981611748735
2021,627,10933.955555555554,192.82981611748735
2021,628,11046.711111111112,192.82981611748735
2021,629,11398.066666666668,192.82981611748735
2021,630,11559.18888888889,192.82981611748735
2021,631,11872.966666666667,192.82981611748735
2021,632,11948.22222222222,192.82981611748735
2021,633,12129.18888888889,192.82981611748735
2021,634,12270.033333333335,192.82981611748735
2021,635,12281.6,192.82981611748735
2021,636,12267.611111111111,192.82981611748735
2021,637,12281.666666666666,192.82981611748735
2021,638,12368.699999999999,192.82981611748735
2021,639,12791.566666666666,192.82981611748735
2021,640,13278.333333333332,192.82981611748735
2021,641,13413.833333333334,192.82981611748735
2021,642,13228.1,192.82981611748735
2021,643,12781.066666666666,192.82981611748735
2021,644,12290.933333333332,192.82981611748735
2021,645,12387.322222222221,192.82981611748735
2021,646,12184.499999999998,192.82981611748735
2021,647,11734.933333333334,192.82981611748735
2021,648,11348.944444444443,192.82981611748735
2021,649,11049.466666666667,192.82981611748735
2021,650,11017.555555555555,192.82981611748735
2021,651,11029.022222222224,192.82981611748735
2021,652,11078.699999999999,192.82981611748735
2021,653,11320.388888888889,192.82981611748735
2021,654,11452.933333333332,192.82981611748735
2021,655,11702.455555555554,192.82981611748735
2021,656,11817.066666666668,192.82981611748735
2021,657,11969.31111111111,192.82981611748735
2021,658,12062.166666666668,192.82981611748735
2021,659,12130.444444444443,192.82981611748735
2021,660,12105.311111111112,192.82981611748735
2021,661,12110.411111111112,192.82981611748735
2021,662,12163.533333333333,192.82981611748735
2021,663,12479.677777777777,192.82981611748735
2021,664,12845.066666666666,192.82981611748735
2021,665,12918.711111111112,192.82981611748735
2021,666,12940.444444444443,192.82981611748735
2021,667,12631.3,192.82981611748735
2021,668,12161.766666666666,192.82981611748735
2021,669,12476.711111111112,192.82981611748735
2021,670,12348.588888888888,192.82981611748735
2021,671,11905.61111111111,192.82981611748735
