Year_name,,Geo_PP,Solar_PP
2021,225,-0.0,864.63
2021,226,-0.0,2128.32
2021,227,-0.0,3791.07
2021,228,-0.0,4456.17
2021,229,-0.0,3192.4799999999996
2021,230,-0.0,2438.7
2021,231,-0.0,1751.43
2021,232,-0.0,598.59
2021,233,-0.0,-0.0
2021,234,-0.0,-0.0
2021,235,-0.0,-0.0
2021,236,-0.0,-0.0
2021,237,-0.0,-0.0
2021,238,-0.0,-0.0
2021,239,-0.0,-0.0
2021,240,-0.0,-0.0
2021,241,-0.0,-0.0
2021,242,-0.0,-0.0
2021,243,-0.0,-0.0
2021,244,-0.0,-0.0
2021,245,-0.0,-0.0
2021,246,-0.0,-0.0
2021,247,-0.0,-0.0
2021,248,-0.0,22.17
2021,249,-0.0,1684.9199999999998
2021,250,-0.0,4367.49
2021,251,-0.0,5808.54
2021,252,-0.0,5919.39
2021,253,-0.0,4833.06
2021,254,-0.0,2837.76
2021,255,-0.0,820.29
2021,256,-0.0,44.34
2021,257,-0.0,-0.0
2021,258,-0.0,-0.0
2021,259,-0.0,-0.0
2021,260,-0.0,-0.0
2021,261,-0.0,-0.0
2021,262,-0.0,-0.0
2021,263,-0.0,-0.0
2021,264,-0.0,-0.0
2021,265,-0.0,-0.0
2021,266,-0.0,-0.0
2021,267,-0.0,-0.0
2021,268,-0.0,-0.0
2021,269,-0.0,-0.0
2021,270,-0.0,-0.0
2021,271,-0.0,-0.0
2021,272,-0.0,-0.0
2021,273,-0.0,421.22999999999996
2021,274,-0.0,1064.16
2021,275,-0.0,1175.01
2021,276,-0.0,1418.88
2021,277,-0.0,1441.05
2021,278,-0.0,1086.3300000000002
2021,279,-0.0,642.9300000000001
2021,280,-0.0,88.68
2021,281,-0.0,-0.0
2021,282,-0.0,-0.0
2021,283,-0.0,-0.0
2021,284,-0.0,-0.0
2021,285,-0.0,-0.0
2021,286,-0.0,-0.0
2021,287,-0.0,-0.0
2021,288,-0.0,-0.0
2021,289,-0.0,-0.0
2021,290,-0.0,-0.0
2021,291,-0.0,-0.0
2021,292,-0.0,-0.0
2021,293,-0.0,-0.0
2021,294,-0.0,-0.0
2021,295,-0.0,-0.0
2021,296,-0.0,-0.0
2021,297,-0.0,110.85000000000001
2021,298,-0.0,399.05999999999995
2021,299,-0.0,798.1199999999999
2021,300,-0.0,1130.6699999999998
2021,301,-0.0,953.31
2021,302,-0.0,886.8000000000001
2021,303,-0.0,509.90999999999997
2021,304,-0.0,110.85000000000001
2021,305,-0.0,-0.0
2021,306,-0.0,-0.0
2021,307,-0.0,-0.0
2021,308,-0.0,-0.0
2021,309,-0.0,-0.0
2021,310,-0.0,-0.0
2021,311,-0.0,-0.0
2021,312,-0.0,-0.0
2021,313,-0.0,-0.0
2021,314,-0.0,-0.0
2021,315,-0.0,-0.0
2021,316,-0.0,-0.0
2021,317,-0.0,-0.0
2021,318,-0.0,-0.0
2021,319,-0.0,-0.0
2021,320,-0.0,44.34
2021,321,-0.0,1551.8999999999999
2021,322,-0.0,3192.4799999999996
2021,323,-0.0,5254.29
2021,324,-0.0,6717.51
2021,325,-0.0,6096.750000000001
2021,326,-0.0,5586.839999999999
2021,327,-0.0,2194.83
2021,328,-0.0,532.08
2021,329,-0.0,-0.0
2021,330,-0.0,-0.0
2021,331,-0.0,-0.0
2021,332,-0.0,-0.0
2021,333,-0.0,-0.0
2021,334,-0.0,-0.0
2021,335,-0.0,-0.0
2021,336,-0.0,-0.0
2021,337,-0.0,-0.0
2021,338,-0.0,-0.0
2021,339,-0.0,-0.0
2021,340,-0.0,-0.0
2021,341,-0.0,-0.0
2021,342,-0.0,-0.0
2021,343,-0.0,-0.0
2021,344,-0.0,-0.0
2021,345,-0.0,864.63
2021,346,-0.0,2416.53
2021,347,-0.0,4921.74
2021,348,-0.0,13013.789999999999
2021,349,-0.0,12659.07
2021,350,-0.0,10575.09
2021,351,-0.0,7936.859999999999
2021,352,-0.0,3148.14
2021,353,-0.0,-0.0
2021,354,-0.0,-0.0
2021,355,-0.0,-0.0
2021,356,-0.0,-0.0
2021,357,-0.0,-0.0
2021,358,-0.0,-0.0
2021,359,-0.0,-0.0
2021,360,-0.0,-0.0
2021,361,-0.0,-0.0
2021,362,-0.0,-0.0
2021,363,-0.0,-0.0
2021,364,-0.0,-0.0
2021,365,-0.0,-0.0
2021,366,-0.0,-0.0
2021,367,-0.0,-0.0
2021,368,-0.0,288.2099999999999
2021,369,-0.0,5631.18
2021,370,-0.0,10131.69
2021,371,-0.0,12725.579999999998
2021,372,-0.0,13457.19
2021,373,-0.0,12548.219999999998
2021,374,-0.0,10198.199999999999
2021,375,-0.0,6052.410000000001
2021,376,-0.0,1396.7099999999998
2021,377,-0.0,-0.0
2021,378,-0.0,-0.0
2021,379,-0.0,-0.0
2021,380,-0.0,-0.0
2021,381,-0.0,-0.0
2021,382,-0.0,-0.0
2021,383,-0.0,-0.0
2021,384,-0.0,-0.0
2021,385,-0.0,-0.0
2021,386,-0.0,-0.0
2021,387,-0.0,-0.0
2021,388,-0.0,-0.0
2021,389,-0.0,-0.0
2021,390,-0.0,-0.0
2021,391,-0.0,-0.0
2021,392,-0.0,-0.0
2021,393,-0.0,421.22999999999996
2021,394,-0.0,953.31
2021,395,-0.0,2859.93
2021,396,-0.0,7449.120000000001
2021,397,-0.0,10153.86
2021,398,-0.0,9023.189999999999
2021,399,-0.0,6274.109999999999
2021,400,-0.0,2283.5099999999998
2021,401,-0.0,-0.0
2021,402,-0.0,-0.0
2021,403,-0.0,-0.0
2021,404,-0.0,-0.0
2021,405,-0.0,-0.0
2021,406,-0.0,-0.0
2021,407,-0.0,-0.0
2021,408,-0.0,-0.0
2021,409,982.0838858982543,-0.0
2021,410,707.876727205472,-0.0
2021,411,779.27900574461,-0.0
2021,412,784.0180191548407,-0.0
2021,413,1217.51107209156,-0.0
2021,414,1485.4666231842812,-0.0
2021,415,2394.7279676567246,-0.0
2021,416,2878.425986910953,88.68
2021,417,1586.543791666438,1485.39
2021,418,850.5630796132668,2616.0599999999995
2021,419,-0.0,3724.5600000000004
2021,420,-0.0,4256.64
2021,421,-0.0,4921.74
2021,422,-0.0,5121.27
2021,423,-0.0,3835.41
2021,424,-0.0,1507.5600000000002
2021,425,640.0820715907739,-0.0
2021,426,1770.4050864892633,-0.0
2021,427,-0.0,-0.0
2021,428,-0.0,-0.0
2021,429,-0.0,-0.0
2021,430,-0.0,-0.0
2021,431,-0.0,-0.0
2021,432,-0.0,-0.0
2021,433,-0.0,-0.0
2021,434,-0.0,-0.0
2021,435,128.61835214983967,-0.0
2021,436,372.67029247629216,-0.0
2021,437,772.0140643672576,-0.0
2021,438,385.5763130238538,-0.0
2021,439,-0.0,-0.0
2021,440,-0.0,288.2099999999999
2021,441,-0.0,3768.9
2021,442,-0.0,6185.43
2021,443,-0.0,5719.86
2021,444,-0.0,3325.5
2021,445,-0.0,2061.8099999999995
2021,446,-0.0,1374.54
2021,447,-0.0,864.63
2021,448,-0.0,266.04
2021,449,-0.0,-0.0
2021,450,-0.0,-0.0
2021,451,-0.0,-0.0
2021,452,-0.0,-0.0
2021,453,-0.0,-0.0
2021,454,-0.0,-0.0
2021,455,-0.0,-0.0
2021,456,-0.0,-0.0
2021,457,-0.0,-0.0
2021,458,-0.0,-0.0
2021,459,-0.0,-0.0
2021,460,-0.0,-0.0
2021,461,-0.0,-0.0
2021,462,4037.9504401777476,-0.0
2021,463,4743.171751376276,-0.0
2021,464,-0.0,-0.0
2021,465,-0.0,266.04
2021,466,-0.0,842.4599999999999
2021,467,-0.0,1285.8600000000001
2021,468,-0.0,1485.39
2021,469,-0.0,1285.8600000000001
2021,470,-0.0,1086.3300000000002
2021,471,-0.0,709.44
2021,472,-0.0,199.52999999999997
2021,473,-0.0,-0.0
2021,474,-0.0,-0.0
2021,475,-0.0,-0.0
2021,476,-0.0,-0.0
2021,477,-0.0,-0.0
2021,478,-0.0,-0.0
2021,479,-0.0,-0.0
2021,480,706.5011450527827,-0.0
2021,481,-0.0,-0.0
2021,482,1491.9295614300722,-0.0
2021,483,1605.4930758575042,-0.0
2021,484,1702.63118136518,-0.0
2021,485,2617.7273763102185,-0.0
2021,486,-0.0,-0.0
2021,487,-0.0,-0.0
2021,488,-0.0,155.19
2021,489,-0.0,2438.7
2021,490,-0.0,5852.88
2021,491,-0.0,8956.679999999998
2021,492,-0.0,11617.08
2021,493,-0.0,13346.34
2021,494,-0.0,12459.54
2021,495,-0.0,9111.869999999999
2021,496,-0.0,3702.3900000000003
2021,497,-0.0,22.17
2021,498,-0.0,-0.0
2021,499,-0.0,-0.0
2021,500,-0.0,-0.0
2021,501,-0.0,-0.0
2021,502,-0.0,-0.0
2021,503,-0.0,-0.0
2021,504,-0.0,-0.0
2021,505,-0.0,-0.0
2021,506,-0.0,-0.0
2021,507,-0.0,-0.0
2021,508,-0.0,-0.0
2021,509,-0.0,-0.0
2021,510,-0.0,-0.0
2021,511,-0.0,-0.0
2021,512,-0.0,88.68
2021,513,-0.0,997.65
2021,514,-0.0,1618.4099999999999
2021,515,-0.0,2039.6399999999999
2021,516,-0.0,1795.7699999999998
2021,517,-0.0,1285.8600000000001
2021,518,-0.0,820.29
2021,519,-0.0,509.90999999999997
2021,520,-0.0,155.19
2021,521,-0.0,-0.0
2021,522,-0.0,-0.0
2021,523,-0.0,-0.0
2021,524,-0.0,-0.0
2021,525,-0.0,-0.0
2021,526,-0.0,-0.0
2021,527,-0.0,-0.0
2021,528,-0.0,-0.0
2021,529,-0.0,-0.0
2021,530,1425.2813475263297,-0.0
2021,531,7225.596047486052,-0.0
2021,532,6506.834445779113,-0.0
2021,533,6250.932745033137,-0.0
2021,534,2983.154803814112,-0.0
2021,535,-0.0,-0.0
2021,536,-0.0,-0.0
2021,537,-0.0,465.57000000000005
2021,538,-0.0,1285.8600000000001
2021,539,-0.0,2283.5099999999998
2021,540,-0.0,3103.7999999999997
2021,541,-0.0,3303.33
2021,542,-0.0,2305.6799999999994
2021,543,-0.0,1995.3
2021,544,-0.0,421.22999999999996
2021,545,-0.0,-0.0
2021,546,-0.0,-0.0
2021,547,-0.0,-0.0
2021,548,-0.0,-0.0
2021,549,-0.0,-0.0
2021,550,-0.0,-0.0
2021,551,-0.0,-0.0
2021,552,-0.0,-0.0
2021,553,-0.0,-0.0
2021,554,-0.0,-0.0
2021,555,-0.0,-0.0
2021,556,-0.0,-0.0
2021,557,-0.0,-0.0
2021,558,-0.0,-0.0
2021,559,-0.0,-0.0
2021,560,-0.0,155.19
2021,561,-0.0,2017.4699999999998
2021,562,-0.0,4611.359999999999
2021,563,-0.0,7050.06
2021,564,-0.0,7338.27
2021,565,-0.0,8402.43
2021,566,-0.0,7116.57
2021,567,-0.0,3059.46
2021,568,-0.0,842.4599999999999
2021,569,-0.0,-0.0
2021,570,-0.0,-0.0
2021,571,-0.0,-0.0
2021,572,-0.0,-0.0
2021,573,-0.0,-0.0
2021,574,-0.0,-0.0
2021,575,-0.0,-0.0
2021,576,-0.0,-0.0
2021,577,1516.1920831650405,-0.0
2021,578,2658.7794818103466,-0.0
2021,579,2798.5631126964804,-0.0
2021,580,2571.236391109685,-0.0
2021,581,2952.3196852822903,-0.0
2021,582,2270.798316588919,-0.0
2021,583,796.7838345610626,-0.0
2021,584,1477.4366250571202,-0.0
2021,585,-0.0,443.40000000000003
2021,586,-0.0,1441.05
2021,587,-0.0,2616.0599999999995
2021,588,-0.0,3436.35
2021,589,-0.0,4966.08
2021,590,-0.0,5298.63
2021,591,-0.0,3857.5799999999995
2021,592,-0.0,997.65
2021,593,-0.0,-0.0
2021,594,-0.0,-0.0
2021,595,-0.0,-0.0
2021,596,-0.0,-0.0
2021,597,-0.0,-0.0
2021,598,-0.0,-0.0
2021,599,-0.0,-0.0
2021,600,-0.0,-0.0
2021,601,1892.109079005802,-0.0
2021,602,1859.859814549503,-0.0
2021,603,1395.2713099632679,-0.0
2021,604,1791.9294772653607,-0.0
2021,605,2409.0198825490747,-0.0
2021,606,441.81468260198835,-0.0
2021,607,-0.0,-0.0
2021,608,218.15790372616266,-0.0
2021,609,-0.0,221.70000000000002
2021,610,-0.0,620.76
2021,611,-0.0,1086.3300000000002
2021,612,-0.0,1441.05
2021,613,-0.0,1884.45
2021,614,-0.0,1862.2800000000002
2021,615,-0.0,1418.88
2021,616,-0.0,465.57000000000005
2021,617,-0.0,-0.0
2021,618,-0.0,-0.0
2021,619,-0.0,-0.0
2021,620,-0.0,-0.0
2021,621,-0.0,-0.0
2021,622,-0.0,-0.0
2021,623,-0.0,-0.0
2021,624,-0.0,-0.0
2021,625,-0.0,-0.0
2021,626,-0.0,-0.0
2021,627,-0.0,-0.0
2021,628,-0.0,-0.0
2021,629,-0.0,-0.0
2021,630,-0.0,-0.0
2021,631,-0.0,-0.0
2021,632,-0.0,66.51
2021,633,-0.0,332.55
2021,634,-0.0,465.57000000000005
2021,635,-0.0,1463.22
2021,636,-0.0,2150.4900000000002
2021,637,-0.0,2527.38
2021,638,-0.0,2904.27
2021,639,-0.0,1906.62
2021,640,-0.0,908.97
2021,641,-0.0,-0.0
2021,642,-0.0,-0.0
2021,643,-0.0,-0.0
2021,644,-0.0,-0.0
2021,645,-0.0,-0.0
2021,646,-0.0,-0.0
2021,647,-0.0,-0.0
2021,648,-0.0,-0.0
2021,649,-0.0,-0.0
2021,650,-0.0,-0.0
2021,651,-0.0,-0.0
2021,652,203.30832931526766,-0.0
2021,653,1075.1941665657123,-0.0
2021,654,-0.0,-0.0
2021,655,-0.0,-0.0
2021,656,-0.0,-0.0
2021,657,-0.0,243.86999999999995
2021,658,-0.0,1064.16
2021,659,-0.0,3414.1799999999994
2021,660,-0.0,7426.950000000001
2021,661,-0.0,9954.33
2021,662,-0.0,8845.83
2021,663,-0.0,5897.22
2021,664,-0.0,1618.4099999999999
2021,665,-0.0,22.17
2021,666,-0.0,-0.0
2021,667,-0.0,-0.0
2021,668,-0.0,-0.0
2021,669,-0.0,-0.0
2021,670,-0.0,-0.0
2021,671,-0.0,-0.0
2021,672,-0.0,-0.0
2021,673,-0.0,-0.0
2021,674,-0.0,-0.0
2021,675,-0.0,-0.0
2021,676,-0.0,-0.0
2021,677,-0.0,-0.0
2021,678,-0.0,-0.0
2021,679,-0.0,-0.0
2021,680,-0.0,44.34
2021,681,-0.0,598.59
2021,682,-0.0,1662.75
2021,683,-0.0,2704.74
2021,684,-0.0,2815.59
2021,685,-0.0,2726.91
2021,686,-0.0,1751.43
2021,687,-0.0,908.97
2021,688,-0.0,266.04
2021,689,-0.0,-0.0
2021,690,-0.0,-0.0
2021,691,-0.0,-0.0
2021,692,-0.0,-0.0
2021,693,-0.0,-0.0
2021,694,-0.0,-0.0
2021,695,-0.0,-0.0
2021,696,-0.0,-0.0
2021,697,-0.0,-0.0
2021,698,1703.0982839493845,-0.0
2021,699,1673.7079397909552,-0.0
2021,700,1964.6310577763506,-0.0
2021,701,2315.437969298927,-0.0
2021,702,-0.0,-0.0
2021,703,-0.0,-0.0
2021,704,-0.0,598.59
2021,705,-0.0,3103.7999999999997
2021,706,-0.0,4855.23
2021,707,-0.0,6362.789999999999
2021,708,-0.0,7715.159999999999
2021,709,-0.0,5054.76
2021,710,-0.0,2261.3399999999997
2021,711,-0.0,1197.18
2021,712,1851.5656131259977,354.72
2021,713,643.876714490355,-0.0
2021,714,-0.0,-0.0
2021,715,-0.0,-0.0
2021,716,-0.0,-0.0
2021,717,-0.0,-0.0
2021,718,-0.0,-0.0
2021,719,-0.0,-0.0
2021,720,-0.0,-0.0
2021,721,-0.0,-0.0
2021,722,1416.8022839493838,-0.0
2021,723,2335.993025946631,-0.0
2021,724,2971.2706870098627,-0.0
2021,725,3961.209919388054,-0.0
2021,726,2447.5428869988987,-0.0
2021,727,1816.8704132895264,-0.0
2021,728,-0.0,155.19
2021,729,-0.0,1219.35
2021,730,-0.0,2128.32
2021,731,-0.0,2039.6399999999999
2021,732,-0.0,1862.2800000000002
2021,733,-0.0,1973.13
2021,734,-0.0,1751.43
2021,735,-0.0,1219.35
2021,736,-0.0,465.57000000000005
2021,737,-0.0,-0.0
2021,738,-0.0,-0.0
2021,739,-0.0,-0.0
2021,740,-0.0,-0.0
2021,741,-0.0,-0.0
2021,742,-0.0,-0.0
2021,743,-0.0,-0.0
2021,744,3124.3185378038197,-0.0
2021,745,5227.497418875081,-0.0
2021,746,5387.640585902047,-0.0
2021,747,5014.502991930495,-0.0
2021,748,5901.22721167335,-0.0
2021,749,7462.673928930939,-0.0
2021,750,8592.429254696923,-0.0
2021,751,5324.144414477878,-0.0
2021,752,4448.053124165853,354.72
2021,753,2847.316760175053,2571.7200000000003
2021,754,625.4639150262192,5032.589999999999
2021,755,-0.0,6163.26
2021,756,-0.0,5985.900000000001
2021,757,795.6853290381559,4744.38
2021,758,1571.4752973806408,3813.24
2021,759,3853.3568185487716,2793.4199999999996
2021,760,5594.329672543706,1330.2
2021,761,6052.143958697133,44.34
2021,762,3485.519848224263,-0.0
2021,763,-0.0,-0.0
2021,764,-0.0,-0.0
2021,765,-0.0,-0.0
2021,766,-0.0,-0.0
2021,767,-0.0,-0.0
2021,768,1030.5108705429748,-0.0
2021,769,2592.6425549416304,-0.0
2021,770,2045.5916790771316,-0.0
2021,771,2256.846421074382,-0.0
2021,772,2442.9720821376104,-0.0
2021,773,2604.80921588241,-0.0
2021,774,2808.0820812947986,-0.0
2021,775,-0.0,-0.0
2021,776,-0.0,-0.0
2021,777,-0.0,310.38
2021,778,-0.0,1086.3300000000002
2021,779,-0.0,1707.0899999999997
2021,780,-0.0,2416.53
2021,781,-0.0,2970.78
2021,782,-0.0,3015.1200000000003
2021,783,-0.0,2128.32
2021,784,-0.0,908.97
2021,785,-0.0,44.34
2021,786,-0.0,-0.0
2021,787,-0.0,-0.0
2021,788,-0.0,-0.0
2021,789,-0.0,-0.0
2021,790,-0.0,-0.0
2021,791,-0.0,-0.0
2021,792,-0.0,-0.0
2021,793,-0.0,-0.0
2021,794,-0.0,-0.0
2021,795,-0.0,-0.0
2021,796,-0.0,-0.0
2021,797,-0.0,-0.0
2021,798,-0.0,-0.0
2021,799,-0.0,-0.0
2021,800,-0.0,133.02
2021,801,-0.0,1108.5
2021,802,-0.0,3236.8199999999997
2021,803,-0.0,5564.67
2021,804,-0.0,9688.29
2021,805,-0.0,11838.78
2021,806,-0.0,10974.15
2021,807,-0.0,7892.52
2021,808,-0.0,3125.97
2021,809,-0.0,199.52999999999997
2021,810,-0.0,-0.0
2021,811,-0.0,-0.0
2021,812,-0.0,-0.0
2021,813,-0.0,-0.0
2021,814,-0.0,-0.0
2021,815,-0.0,-0.0
2021,816,-0.0,-0.0
2021,817,-0.0,-0.0
2021,818,-0.0,-0.0
2021,819,-0.0,-0.0
2021,820,-0.0,-0.0
2021,821,-0.0,-0.0
2021,822,-0.0,-0.0
2021,823,-0.0,-0.0
2021,824,-0.0,376.89000000000004
2021,825,-0.0,1773.6000000000001
2021,826,-0.0,3059.46
2021,827,-0.0,3680.2200000000003
2021,828,-0.0,3436.35
2021,829,-0.0,3125.97
2021,830,-0.0,2416.53
2021,831,-0.0,1729.26
2021,832,-0.0,598.59
2021,833,-0.0,-0.0
2021,834,-0.0,-0.0
2021,835,-0.0,-0.0
2021,836,-0.0,-0.0
2021,837,-0.0,-0.0
2021,838,-0.0,-0.0
2021,839,-0.0,-0.0
2021,840,-0.0,-0.0
2021,841,-0.0,-0.0
2021,842,375.4528888216364,-0.0
2021,843,1207.0108655188237,-0.0
2021,844,2284.2485265820546,-0.0
2021,845,3963.967190926972,-0.0
2021,846,-0.0,-0.0
2021,847,-0.0,-0.0
2021,848,-0.0,2438.7
2021,849,-0.0,7515.63
2021,850,-0.0,10929.81
2021,851,-0.0,12947.279999999999
2021,852,-0.0,13767.57
2021,853,-0.0,13435.02
2021,854,-0.0,10796.789999999999
2021,855,-0.0,7338.27
2021,856,-0.0,3414.1799999999994
2021,857,295.84587551233847,288.2099999999999
2021,858,2092.8415784678737,-0.0
2021,859,-0.0,-0.0
2021,860,-0.0,-0.0
2021,861,-0.0,-0.0
2021,862,-0.0,-0.0
2021,863,-0.0,-0.0
2021,864,-0.0,-0.0
2021,865,4925.709036225049,-0.0
2021,866,4180.785456854909,-0.0
2021,867,4446.701717568732,-0.0
2021,868,4800.432897348542,-0.0
2021,869,6094.102382585128,-0.0
2021,870,4207.87602068874,-0.0
2021,871,-0.0,-0.0
2021,872,-0.0,88.68
2021,873,-0.0,731.61
2021,874,-0.0,1485.39
2021,875,584.9592932524179,2372.19
2021,876,330.8513147362255,2704.74
2021,877,1286.4857853661424,2616.0599999999995
2021,878,-0.0,2394.36
2021,879,-0.0,1862.2800000000002
2021,880,-0.0,997.65
2021,881,794.5441215016474,66.51
2021,882,-0.0,-0.0
