Year_name,,Elec_transmission
2021,493,5821.0
2021,494,5634.0
2021,495,5495.0
2021,496,5448.0
2021,497,5694.0
2021,498,6405.0
2021,499,6719.0
2021,500,6768.0
2021,501,6477.0
2021,502,6100.0
2021,503,5583.0
2021,504,5057.0
2021,505,4771.0
2021,506,4574.0
2021,507,4489.0
2021,508,4465.0
2021,509,4573.0
2021,510,5085.0
2021,511,5810.0
2021,512,6634.0
2021,513,7170.0
2021,514,7300.0
2021,515,7404.0
2021,516,7220.0
2021,517,7079.0
2021,518,7185.0
2021,519,7011.0
2021,520,6958.0
2021,521,7001.0
2021,522,7590.0
2021,523,7796.0
2021,524,7658.0
2021,525,7309.0
2021,526,6898.0
2021,527,6181.0
2021,528,5573.0
2021,529,5190.0
2021,530,4982.0
2021,531,4911.0
2021,532,4884.0
2021,533,4964.0
2021,534,5327.0
2021,535,6005.0
2021,536,6835.0
2021,537,7241.0
2021,538,7319.0
2021,539,7393.0
2021,540,7172.0
2021,541,7021.0
2021,542,7136.0
2021,543,7052.0
2021,544,6966.0
2021,545,6975.0
2021,546,7603.0
2021,547,7849.0
2021,548,7731.0
2021,549,7417.0
2021,550,6981.0
2021,551,6242.0
2021,552,5598.0
2021,553,5231.0
2021,554,4996.0
2021,555,4910.0
2021,556,4900.0
2021,557,4986.0
2021,558,5368.0
2021,559,6047.0
2021,560,6943.0
2021,561,7380.0
2021,562,7448.0
2021,563,7543.0
2021,564,7310.0
2021,565,7159.0
2021,566,7290.0
2021,567,7203.0
2021,568,7131.0
2021,569,7218.0
2021,570,7816.0
2021,571,8057.0
2021,572,7914.0
2021,573,7554.0
2021,574,7147.0
2021,575,6412.0
2021,576,5741.0
2021,577,5322.0
2021,578,5074.0
2021,579,4971.0
2021,580,4939.0
2021,581,4992.0
2021,582,5409.0
2021,583,6042.0
2021,584,6881.0
2021,585,7391.0
2021,586,7544.0
2021,587,7671.0
2021,588,7448.0
2021,589,7304.0
2021,590,7430.0
2021,591,7333.0
2021,592,7224.0
2021,593,7256.0
2021,594,7856.0
2021,595,8102.0
2021,596,7976.0
2021,597,7644.0
2021,598,7174.0
2021,599,6399.0
2021,600,5778.0
2021,601,5386.0
2021,602,5093.0
2021,603,4998.0
2021,604,4986.0
2021,605,5066.0
2021,606,5450.0
2021,607,6110.0
2021,608,7001.0
2021,609,7436.0
2021,610,7501.0
2021,611,7584.0
2021,612,7356.0
2021,613,7213.0
2021,614,7371.0
2021,615,7311.0
2021,616,7195.0
2021,617,7138.0
2021,618,7773.0
2021,619,7978.0
2021,620,7866.0
2021,621,7519.0
2021,622,7142.0
2021,623,6475.0
2021,624,5855.0
2021,625,5404.0
2021,626,5098.0
2021,627,4961.0
2021,628,4849.0
2021,629,4875.0
2021,630,4953.0
2021,631,5068.0
2021,632,5472.0
2021,633,6025.0
2021,634,6246.0
2021,635,6294.0
2021,636,6328.0
2021,637,6137.0
2021,638,6001.0
2021,639,5890.0
2021,640,5870.0
2021,641,6103.0
2021,642,6995.0
2021,643,7283.0
2021,644,7203.0
2021,645,6846.0
2021,646,6484.0
2021,647,6054.0
2021,648,5442.0
2021,649,5009.0
2021,650,4723.0
2021,651,4564.0
2021,652,4481.0
2021,653,4489.0
2021,654,4588.0
2021,655,4572.0
2021,656,4777.0
2021,657,5272.0
2021,658,5650.0
2021,659,5870.0
2021,660,5981.0
2021,661,5703.0
2021,662,5487.0
2021,663,5365.0
2021,664,5301.0
2021,665,5547.0
2021,666,6516.0
2021,667,6890.0
2021,668,6953.0
2021,669,6693.0
2021,670,6340.0
2021,671,5751.0
2021,672,5223.0
2021,673,4906.0
2021,674,4725.0
2021,675,4635.0
2021,676,4603.0
2021,677,4727.0
2021,678,5175.0
2021,679,5883.0
2021,680,6723.0
2021,681,7170.0
2021,682,7249.0
2021,683,7327.0
2021,684,7073.0
2021,685,6948.0
2021,686,7002.0
2021,687,6843.0
2021,688,6757.0
2021,689,6782.0
2021,690,7430.0
2021,691,7735.0
2021,692,7658.0
2021,693,7348.0
2021,694,6950.0
2021,695,6227.0
2021,696,5605.0
2021,697,5273.0
2021,698,5031.0
2021,699,4928.0
2021,700,4885.0
2021,701,4980.0
2021,702,5340.0
2021,703,5993.0
2021,704,6862.0
2021,705,7222.0
2021,706,7227.0
2021,707,7278.0
2021,708,7023.0
2021,709,6827.0
2021,710,6909.0
2021,711,6807.0
2021,712,6739.0
2021,713,6745.0
2021,714,7416.0
2021,715,7724.0
2021,716,7642.0
2021,717,7332.0
2021,718,6937.0
2021,719,6247.0
2021,720,5620.0
2021,721,5207.0
2021,722,5003.0
2021,723,4915.0
2021,724,4899.0
2021,725,4983.0
2021,726,5371.0
2021,727,6052.0
2021,728,6867.0
2021,729,7239.0
2021,730,7247.0
2021,731,7300.0
2021,732,7039.0
2021,733,6884.0
2021,734,6991.0
2021,735,6891.0
2021,736,6726.0
2021,737,6768.0
2021,738,7455.0
2021,739,7776.0
2021,740,7691.0
2021,741,7406.0
2021,742,7006.0
2021,743,6308.0
2021,744,5623.0
2021,745,5284.0
2021,746,5075.0
2021,747,4966.0
2021,748,4916.0
2021,749,5001.0
2021,750,5401.0
2021,751,6010.0
2021,752,6854.0
2021,753,7225.0
2021,754,7271.0
2021,755,7355.0
2021,756,7180.0
2021,757,7059.0
2021,758,7155.0
2021,759,7101.0
2021,760,7036.0
2021,761,7060.0
2021,762,7718.0
2021,763,8037.0
2021,764,7927.0
2021,765,7607.0
2021,766,7152.0
2021,767,6369.0
2021,768,5727.0
2021,769,5358.0
2021,770,5147.0
2021,771,5034.0
2021,772,5002.0
2021,773,5121.0
2021,774,5504.0
2021,775,6146.0
2021,776,6998.0
2021,777,7402.0
2021,778,7436.0
2021,779,7462.0
2021,780,7248.0
2021,781,7079.0
2021,782,7234.0
2021,783,7094.0
2021,784,6982.0
2021,785,6927.0
2021,786,7604.0
2021,787,7910.0
2021,788,7812.0
2021,789,7493.0
2021,790,7103.0
2021,791,6426.0
2021,792,5816.0
2021,793,5374.0
2021,794,5092.0
2021,795,4929.0
2021,796,4792.0
2021,797,4853.0
2021,798,4940.0
2021,799,5035.0
2021,800,5457.0
2021,801,6035.0
2021,802,6323.0
2021,803,6459.0
2021,804,6555.0
2021,805,6376.0
2021,806,6347.0
2021,807,6299.0
2021,808,6254.0
2021,809,6420.0
2021,810,7134.0
2021,811,7417.0
2021,812,7317.0
2021,813,6933.0
2021,814,6566.0
2021,815,6016.0
2021,816,5476.0
2021,817,5040.0
2021,818,4749.0
2021,819,4590.0
2021,820,4494.0
2021,821,4478.0
2021,822,4604.0
2021,823,4584.0
2021,824,4805.0
2021,825,5308.0
2021,826,5704.0
2021,827,5987.0
2021,828,6104.0
2021,829,5883.0
2021,830,5690.0
2021,831,5589.0
2021,832,5528.0
2021,833,5730.0
2021,834,6651.0
2021,835,7129.0
2021,836,7213.0
2021,837,6959.0
2021,838,6571.0
2021,839,5915.0
2021,840,5337.0
2021,841,4990.0
2021,842,4806.0
2021,843,4709.0
2021,844,4681.0
2021,845,4806.0
2021,846,5300.0
2021,847,6050.0
2021,848,6984.0
2021,849,7493.0
2021,850,7603.0
2021,851,7672.0
2021,852,7509.0
2021,853,7378.0
2021,854,7484.0
2021,855,7381.0
2021,856,7339.0
2021,857,7358.0
2021,858,8080.0
2021,859,8500.0
2021,860,8449.0
2021,861,8092.0
2021,862,7524.0
2021,863,6614.0
2021,864,5992.0
2021,865,5560.0
2021,866,5324.0
2021,867,5197.0
2021,868,5152.0
2021,869,5207.0
2021,870,5560.0
2021,871,6298.0
2021,872,7248.0
2021,873,7715.0
2021,874,7760.0
2021,875,7799.0
2021,876,7594.0
2021,877,7471.0
2021,878,7650.0
2021,879,7567.0
2021,880,7457.0
2021,881,7516.0
2021,882,8197.0
2021,883,8616.0
2021,884,8566.0
2021,885,8180.0
2021,886,7563.0
2021,887,6672.0
2021,888,5984.0
2021,889,5584.0
2021,890,5312.0
2021,891,5170.0
2021,892,5141.0
2021,893,5259.0
2021,894,5666.0
2021,895,6361.0
2021,896,7333.0
2021,897,7766.0
2021,898,7819.0
2021,899,7847.0
2021,900,7639.0
2021,901,7517.0
2021,902,7643.0
2021,903,7589.0
2021,904,7518.0
2021,905,7561.0
2021,906,8261.0
2021,907,8721.0
2021,908,8640.0
2021,909,8274.0
2021,910,7761.0
2021,911,6864.0
2021,912,6086.0
2021,913,5620.0
2021,914,5380.0
2021,915,5267.0
2021,916,5227.0
2021,917,5328.0
2021,918,5695.0
2021,919,6388.0
2021,920,7323.0
2021,921,7796.0
2021,922,7872.0
2021,923,7926.0
2021,924,7667.0
2021,925,7506.0
2021,926,7602.0
2021,927,7469.0
2021,928,7424.0
2021,929,7467.0
2021,930,8163.0
2021,931,8594.0
2021,932,8575.0
2021,933,8262.0
2021,934,7732.0
2021,935,6847.0
2021,936,6083.0
2021,937,5621.0
2021,938,5397.0
2021,939,5287.0
2021,940,5226.0
2021,941,5314.0
2021,942,5661.0
2021,943,6272.0
2021,944,7257.0
2021,945,7785.0
2021,946,7863.0
2021,947,7991.0
2021,948,7855.0
2021,949,7721.0
2021,950,7832.0
2021,951,7655.0
2021,952,7501.0
2021,953,7358.0
2021,954,7950.0
2021,955,8361.0
2021,956,8240.0
2021,957,7910.0
2021,958,7480.0
2021,959,6771.0
2021,960,6092.0
2021,961,5582.0
2021,962,5273.0
2021,963,5095.0
2021,964,5017.0
2021,965,5004.0
2021,966,5093.0
2021,967,5159.0
2021,968,5641.0
2021,969,6174.0
2021,970,6389.0
2021,971,6463.0
2021,972,6443.0
2021,973,6269.0
2021,974,6183.0
2021,975,6041.0
2021,976,5959.0
2021,977,6155.0
2021,978,7033.0
2021,979,7509.0
2021,980,7436.0
2021,981,7070.0
2021,982,6718.0
2021,983,6178.0
2021,984,5548.0
2021,985,5120.0
2021,986,4814.0
2021,987,4676.0
2021,988,4582.0
2021,989,4572.0
2021,990,4625.0
2021,991,4561.0
2021,992,4822.0
2021,993,5329.0
2021,994,5745.0
2021,995,6095.0
2021,996,6233.0
2021,997,6037.0
2021,998,5833.0
2021,999,5752.0
2021,1000,5737.0
2021,1001,5892.0
2021,1002,6554.0
2021,1003,6986.0
2021,1004,7028.0
2021,1005,6760.0
2021,1006,6406.0
2021,1007,5796.0
2021,1008,5301.0
2021,1009,4921.0
2021,1010,4711.0
2021,1011,4645.0
2021,1012,4617.0
2021,1013,4654.0
2021,1014,4910.0
2021,1015,5321.0
2021,1016,6211.0
2021,1017,6760.0
2021,1018,6916.0
2021,1019,7008.0
2021,1020,6908.0
2021,1021,6741.0
2021,1022,6753.0
2021,1023,6562.0
2021,1024,6508.0
2021,1025,6537.0
2021,1026,7199.0
2021,1027,7645.0
2021,1028,7543.0
2021,1029,7221.0
2021,1030,6820.0
2021,1031,6185.0
2021,1032,5599.0
2021,1033,5182.0
2021,1034,4942.0
2021,1035,4797.0
2021,1036,4730.0
2021,1037,4740.0
2021,1038,4820.0
2021,1039,4875.0
2021,1040,5222.0
2021,1041,5680.0
2021,1042,6036.0
2021,1043,6291.0
2021,1044,6440.0
2021,1045,6126.0
2021,1046,5998.0
2021,1047,5856.0
2021,1048,5830.0
2021,1049,5960.0
2021,1050,6650.0
2021,1051,7168.0
2021,1052,7212.0
2021,1053,6939.0
2021,1054,6623.0
2021,1055,5968.0
2021,1056,5470.0
2021,1057,5138.0
2021,1058,4933.0
2021,1059,4822.0
2021,1060,4788.0
2021,1061,4914.0
2021,1062,5310.0
2021,1063,5842.0
2021,1064,6831.0
2021,1065,7479.0
2021,1066,7692.0
2021,1067,7819.0
2021,1068,7688.0
2021,1069,7555.0
2021,1070,7725.0
2021,1071,7645.0
2021,1072,7556.0
2021,1073,7424.0
2021,1074,7886.0
2021,1075,8244.0
2021,1076,8048.0
2021,1077,7662.0
2021,1078,7256.0
2021,1079,6516.0
2021,1080,5869.0
2021,1081,5427.0
2021,1082,5185.0
2021,1083,5068.0
2021,1084,5035.0
2021,1085,5099.0
2021,1086,5456.0
2021,1087,6089.0
2021,1088,6978.0
2021,1089,7470.0
2021,1090,7625.0
2021,1091,7757.0
2021,1092,7574.0
2021,1093,7474.0
2021,1094,7604.0
2021,1095,7486.0
2021,1096,7307.0
2021,1097,7214.0
2021,1098,7659.0
2021,1099,8056.0
2021,1100,7907.0
2021,1101,7596.0
2021,1102,7072.0
2021,1103,6409.0
2021,1104,5788.0
2021,1105,5388.0
2021,1106,5165.0
2021,1107,5049.0
2021,1108,5001.0
2021,1109,5065.0
2021,1110,5411.0
2021,1111,6028.0
2021,1112,6829.0
2021,1113,7298.0
2021,1114,7383.0
2021,1115,7480.0
2021,1116,7285.0
2021,1117,7104.0
2021,1118,7236.0
2021,1119,7108.0
2021,1120,6927.0
2021,1121,6805.0
2021,1122,7292.0
2021,1123,7691.0
2021,1124,7597.0
2021,1125,7298.0
2021,1126,6966.0
2021,1127,6344.0
2021,1128,5731.0
2021,1129,5333.0
2021,1130,5072.0
2021,1131,4917.0
2021,1132,4818.0
2021,1133,4816.0
2021,1134,4879.0
2021,1135,4915.0
2021,1136,5391.0
2021,1137,5894.0
2021,1138,6100.0
2021,1139,6198.0
2021,1140,6208.0
2021,1141,6039.0
2021,1142,5843.0
2021,1143,5726.0
2021,1144,5577.0
2021,1145,5677.0
2021,1146,6436.0
2021,1147,6997.0
2021,1148,6956.0
2021,1149,6566.0
2021,1150,6286.0
2021,1151,5798.0
2021,1152,5358.0
2021,1153,4977.0
2021,1154,4720.0
2021,1155,4596.0
2021,1156,4547.0
2021,1157,4529.0
2021,1158,4589.0
2021,1159,4510.0
2021,1160,4784.0
2021,1161,5072.0
2021,1162,5406.0
2021,1163,5610.0
2021,1164,5689.0
2021,1165,5455.0
2021,1166,5236.0
2021,1167,5078.0
2021,1168,4993.0
2021,1169,5141.0
2021,1170,5973.0
2021,1171,6605.0
2021,1172,6688.0
2021,1173,6437.0
2021,1174,6123.0
2021,1175,5569.0
2021,1176,5112.0
2021,1177,4906.0
2021,1178,4735.0
2021,1179,4660.0
2021,1180,4621.0
2021,1181,4609.0
2021,1182,5047.0
2021,1183,5728.0
2021,1184,6643.0
2021,1185,7082.0
2021,1186,7160.0
2021,1187,7219.0
2021,1188,7033.0
2021,1189,6899.0
2021,1190,6987.0
2021,1191,6840.0
2021,1192,6746.0
2021,1193,6703.0
2021,1194,7198.0
2021,1195,7694.0
2021,1196,7587.0
2021,1197,7285.0
2021,1198,6867.0
2021,1199,6164.0
2021,1200,5566.0
2021,1201,5179.0
2021,1202,4969.0
2021,1203,4869.0
2021,1204,4841.0
2021,1205,4926.0
2021,1206,5243.0
2021,1207,5848.0
2021,1208,6730.0
2021,1209,6981.0
2021,1210,6959.0
2021,1211,7006.0
2021,1212,6798.0
2021,1213,6661.0
2021,1214,6737.0
2021,1215,6600.0
2021,1216,6474.0
2021,1217,6372.0
2021,1218,6901.0
2021,1219,7500.0
2021,1220,7445.0
2021,1221,7129.0
2021,1222,6739.0
2021,1223,6065.0
2021,1224,5473.0
2021,1225,5126.0
2021,1226,4954.0
2021,1227,4852.0
2021,1228,4834.0
2021,1229,4897.0
2021,1230,5239.0
2021,1231,5807.0
2021,1232,6715.0
2021,1233,6953.0
2021,1234,6958.0
2021,1235,6993.0
2021,1236,6750.0
2021,1237,6609.0
2021,1238,6711.0
2021,1239,6552.0
2021,1240,6456.0
2021,1241,6404.0
2021,1242,6953.0
2021,1243,7581.0
2021,1244,7512.0
2021,1245,7182.0
2021,1246,6746.0
2021,1247,6083.0
2021,1248,5503.0
2021,1249,5152.0
2021,1250,4952.0
2021,1251,4848.0
2021,1252,4771.0
2021,1253,4877.0
2021,1254,5273.0
2021,1255,5876.0
2021,1256,6737.0
2021,1257,7031.0
2021,1258,7013.0
2021,1259,7068.0
2021,1260,6812.0
2021,1261,6646.0
2021,1262,6690.0
2021,1263,6550.0
2021,1264,6481.0
2021,1265,6403.0
2021,1266,7005.0
2021,1267,7696.0
2021,1268,7645.0
2021,1269,7286.0
2021,1270,6805.0
2021,1271,6138.0
2021,1272,5576.0
2021,1273,5233.0
2021,1274,5015.0
2021,1275,4917.0
2021,1276,4908.0
2021,1277,4948.0
2021,1278,5335.0
2021,1279,5938.0
2021,1280,6817.0
2021,1281,7128.0
2021,1282,7151.0
2021,1283,7151.0
2021,1284,6948.0
2021,1285,6767.0
2021,1286,6818.0
2021,1287,6705.0
2021,1288,6498.0
2021,1289,6382.0
2021,1290,6902.0
2021,1291,7513.0
2021,1292,7476.0
2021,1293,7208.0
2021,1294,6867.0
2021,1295,6248.0
2021,1296,5703.0
2021,1297,5285.0
2021,1298,5020.0
2021,1299,4886.0
2021,1300,4802.0
2021,1301,4799.0
2021,1302,4835.0
2021,1303,4905.0
2021,1304,5432.0
2021,1305,5877.0
2021,1306,6006.0
2021,1307,6065.0
2021,1308,6033.0
2021,1309,5829.0
2021,1310,5655.0
2021,1311,5541.0
2021,1312,5418.0
2021,1313,5541.0
2021,1314,6264.0
2021,1315,7001.0
2021,1316,6980.0
2021,1317,6645.0
2021,1318,6329.0
2021,1319,5855.0
2021,1320,5348.0
2021,1321,4900.0
2021,1322,4630.0
2021,1323,4483.0
2021,1324,4435.0
2021,1325,4404.0
2021,1326,4439.0
2021,1327,4344.0
2021,1328,4707.0
2021,1329,5117.0
2021,1330,5406.0
2021,1331,5598.0
2021,1332,5634.0
2021,1333,5364.0
2021,1334,5152.0
2021,1335,4992.0
2021,1336,4913.0
2021,1337,5012.0
2021,1338,5765.0
2021,1339,6592.0
2021,1340,6681.0
2021,1341,6443.0
2021,1342,6085.0
2021,1343,5562.0
2021,1344,5107.0
2021,1345,4770.0
2021,1346,4604.0
2021,1347,4534.0
2021,1348,4499.0
2021,1349,4653.0
2021,1350,5045.0
2021,1351,5722.0
2021,1352,6686.0
2021,1353,7148.0
2021,1354,7243.0
2021,1355,7305.0
2021,1356,7192.0
2021,1357,7096.0
2021,1358,7180.0
2021,1359,7041.0
