Year_name,,NG,Elec,Elec_final,Gas_final,Heat
2021,156,-0.0,343.4749999999997,-0.0,-0.0,-0.0
2021,157,-0.0,486.02499999999964,-0.0,-0.0,-0.0
2021,158,-0.0,2120.2625,-0.0,-0.0,-0.0
2021,159,-0.0,4273.9375,-0.0,-0.0,-0.0
2021,160,-0.0,6252.162499999999,-0.0,-0.0,-0.0
2021,161,-0.0,7738.75,-0.0,-0.0,-0.0
2021,162,-0.0,8606.25,-0.0,-0.0,-0.0
2021,163,-0.0,8880.0,-0.0,-0.0,-0.0
2021,164,-0.0,8900.0,-0.0,-0.0,-0.0
2021,165,-0.0,8552.5,-0.0,-0.0,-0.0
2021,166,-0.0,8070.0,-0.0,-0.0,-0.0
2021,167,-0.0,7257.5,-0.0,-0.0,-0.0
2021,168,-0.0,6631.25,-0.0,-0.0,-0.0
2021,169,-0.0,6140.0,-0.0,-0.0,-0.0
2021,170,-0.0,5913.75,-0.0,-0.0,-0.0
2021,171,-0.0,5778.75,-0.0,-0.0,-0.0
2021,172,-0.0,5721.25,-0.0,-0.0,-0.0
2021,173,-0.0,5905.0,-0.0,-0.0,-0.0
2021,174,-0.0,6516.25,-0.0,-0.0,-0.0
2021,175,-0.0,7467.5,-0.0,-0.0,-0.0
2021,176,-0.0,8553.75,-0.0,-0.0,-0.0
2021,177,-0.0,9223.537499999999,-0.0,-0.0,-0.0
2021,178,-0.0,9231.224999999999,-0.0,-0.0,-0.0
2021,179,-0.0,9070.5625,-0.0,-0.0,-0.0
2021,180,-0.0,8467.8,-0.0,-0.0,-0.0
2021,181,-0.0,8142.775,-0.0,-0.0,-0.0
2021,182,-0.0,8286.7375,-0.0,-0.0,-0.0
2021,183,-0.0,8169.449999999999,-0.0,-0.0,-0.0
2021,184,-0.0,8577.2375,-0.0,-0.0,-0.0
2021,185,-0.0,9331.25,-0.0,-0.0,-0.0
2021,186,-0.0,10048.75,-0.0,-0.0,-0.0
2021,187,-0.0,10316.25,-0.0,-0.0,-0.0
2021,188,-0.0,10211.25,-0.0,-0.0,-0.0
2021,189,-0.0,9833.75,-0.0,-0.0,-0.0
2021,190,-0.0,9188.75,-0.0,-0.0,-0.0
2021,191,-0.0,8166.25,-0.0,-0.0,-0.0
2021,192,-0.0,7260.0,-0.0,-0.0,-0.0
2021,193,-0.0,6760.0,-0.0,-0.0,-0.0
2021,194,-0.0,6453.75,-0.0,-0.0,-0.0
2021,195,-0.0,6327.5,-0.0,-0.0,-0.0
2021,196,-0.0,6268.75,-0.0,-0.0,-0.0
2021,197,-0.0,6348.75,-0.0,-0.0,-0.0
2021,198,-0.0,6881.25,-0.0,-0.0,-0.0
2021,199,-0.0,7501.522250767773,-0.0,-0.0,-0.0
2021,200,-0.0,8309.923279878836,-0.0,-0.0,-0.0
2021,201,-0.0,8989.6875,-0.0,-0.0,-0.0
2021,202,-0.0,7076.650000000001,-0.0,-0.0,-0.0
2021,203,-0.0,3384.375,-0.0,-0.0,-0.0
2021,204,-0.0,2530.3124999999986,-0.0,-0.0,-0.0
2021,205,-0.0,4680.237499999999,-0.0,-0.0,-0.0
2021,206,-0.0,5861.212499999999,-0.0,-0.0,-0.0
2021,207,-0.0,6883.675,-0.0,-0.0,-0.0
2021,208,-0.0,8877.9625,-0.0,-0.0,-0.0
2021,209,-0.0,9981.25,-0.0,-0.0,-0.0
2021,210,-0.0,10375.0,-0.0,-0.0,-0.0
2021,211,-0.0,10541.25,-0.0,-0.0,-0.0
2021,212,-0.0,10367.5,-0.0,-0.0,-0.0
2021,213,-0.0,9927.5,-0.0,-0.0,-0.0
2021,214,-0.0,9280.0,-0.0,-0.0,-0.0
2021,215,-0.0,8241.25,-0.0,-0.0,-0.0
2021,216,-0.0,7341.25,-0.0,-0.0,-0.0
2021,217,-0.0,6334.506229971212,-0.0,-0.0,-0.0
2021,218,-0.0,5659.830484338375,-0.0,-0.0,-0.0
2021,219,-0.0,5586.497404435398,-0.0,-0.0,-0.0
2021,220,-0.0,5667.268028641118,-0.0,-0.0,-0.0
2021,221,-0.0,6339.5306310679625,-0.0,-0.0,-0.0
2021,222,-0.0,6888.75,-0.0,-0.0,-0.0
2021,223,-0.0,7831.25,-0.0,-0.0,-0.0
2021,224,-0.0,8893.75,-0.0,-0.0,-0.0
2021,225,-0.0,8406.7125,-0.0,-0.0,-0.0
2021,226,-0.0,7042.1,-0.0,-0.0,-0.0
2021,227,-0.0,5102.412499999999,-0.0,-0.0,-0.0
2021,228,-0.0,4063.5375,-0.0,-0.0,-0.0
2021,229,-0.0,5450.650000000001,-0.0,-0.0,-0.0
2021,230,-0.0,6564.125,-0.0,-0.0,-0.0
2021,231,-0.0,7296.9625,-0.0,-0.0,-0.0
2021,232,-0.0,8613.012499999999,-0.0,-0.0,-0.0
2021,233,-0.0,9485.0,-0.0,-0.0,-0.0
2021,234,-0.0,10051.25,-0.0,-0.0,-0.0
2021,235,-0.0,10277.5,-0.0,-0.0,-0.0
2021,236,-0.0,10146.25,-0.0,-0.0,-0.0
2021,237,-0.0,9737.5,-0.0,-0.0,-0.0
2021,238,-0.0,9223.75,-0.0,-0.0,-0.0
2021,239,-0.0,8241.25,-0.0,-0.0,-0.0
2021,240,-0.0,7375.0,-0.0,-0.0,-0.0
2021,241,-0.0,6818.75,-0.0,-0.0,-0.0
2021,242,-0.0,6515.0,-0.0,-0.0,-0.0
2021,243,-0.0,6392.5,-0.0,-0.0,-0.0
2021,244,-0.0,6353.75,-0.0,-0.0,-0.0
2021,245,-0.0,6411.25,-0.0,-0.0,-0.0
2021,246,-0.0,6802.5,-0.0,-0.0,-0.0
2021,247,-0.0,7790.0,-0.0,-0.0,-0.0
2021,248,-0.0,8762.287499999999,-0.0,-0.0,-0.0
2021,249,-0.0,7228.849999999999,-0.0,-0.0,-0.0
2021,250,-0.0,4001.8875000000003,-0.0,-0.0,-0.0
2021,251,-0.0,2305.575,-0.0,-0.0,-0.0
2021,252,-0.0,1914.5124999999996,-0.0,-0.0,-0.0
2021,253,-0.0,3129.9249999999993,-0.0,-0.0,-0.0
2021,254,-0.0,5714.049999999999,-0.0,-0.0,-0.0
2021,255,-0.0,8099.6375,-0.0,-0.0,-0.0
2021,256,-0.0,9000.824999999999,-0.0,-0.0,-0.0
2021,257,-0.0,9271.25,-0.0,-0.0,-0.0
2021,258,-0.0,9916.25,-0.0,-0.0,-0.0
2021,259,-0.0,10178.75,-0.0,-0.0,-0.0
2021,260,-0.0,10060.0,-0.0,-0.0,-0.0
2021,261,-0.0,9683.75,-0.0,-0.0,-0.0
2021,262,-0.0,9126.25,-0.0,-0.0,-0.0
2021,263,-0.0,8131.25,-0.0,-0.0,-0.0
2021,264,-0.0,7277.5,-0.0,-0.0,-0.0
2021,265,-0.0,6770.0,-0.0,-0.0,-0.0
2021,266,-0.0,6448.75,-0.0,-0.0,-0.0
2021,267,-0.0,6333.75,-0.0,-0.0,-0.0
2021,268,-0.0,6270.0,-0.0,-0.0,-0.0
2021,269,-0.0,6387.5,-0.0,-0.0,-0.0
2021,270,-0.0,6781.25,-0.0,-0.0,-0.0
2021,271,-0.0,7785.0,-0.0,-0.0,-0.0
2021,272,-0.0,8848.75,-0.0,-0.0,-0.0
2021,273,-0.0,9007.2125,-0.0,-0.0,-0.0
2021,274,-0.0,8367.3,-0.0,-0.0,-0.0
2021,275,-0.0,8363.7375,-0.0,-0.0,-0.0
2021,276,-0.0,7797.65,-0.0,-0.0,-0.0
2021,277,-0.0,7629.937499999999,-0.0,-0.0,-0.0
2021,278,-0.0,8204.5875,-0.0,-0.0,-0.0
2021,279,-0.0,8702.5875,-0.0,-0.0,-0.0
2021,280,-0.0,9266.65,-0.0,-0.0,-0.0
2021,281,-0.0,9545.0,-0.0,-0.0,-0.0
2021,282,-0.0,10106.25,-0.0,-0.0,-0.0
2021,283,-0.0,10242.5,-0.0,-0.0,-0.0
2021,284,-0.0,10053.75,-0.0,-0.0,-0.0
2021,285,-0.0,9565.0,-0.0,-0.0,-0.0
2021,286,-0.0,9066.25,-0.0,-0.0,-0.0
2021,287,-0.0,8152.5,-0.0,-0.0,-0.0
2021,288,-0.0,7376.25,-0.0,-0.0,-0.0
2021,289,-0.0,6791.25,-0.0,-0.0,-0.0
2021,290,-0.0,6422.5,-0.0,-0.0,-0.0
2021,291,-0.0,6225.0,-0.0,-0.0,-0.0
2021,292,-0.0,6141.25,-0.0,-0.0,-0.0
2021,293,-0.0,6102.5,-0.0,-0.0,-0.0
2021,294,-0.0,6191.25,-0.0,-0.0,-0.0
2021,295,-0.0,6331.25,-0.0,-0.0,-0.0
2021,296,-0.0,6735.0,-0.0,-0.0,-0.0
2021,297,-0.0,7308.937499999999,-0.0,-0.0,-0.0
2021,298,-0.0,7372.425,-0.0,-0.0,-0.0
2021,299,-0.0,7166.099999999999,-0.0,-0.0,-0.0
2021,300,-0.0,6817.912499999999,-0.0,-0.0,-0.0
2021,301,-0.0,6837.1125,-0.0,-0.0,-0.0
2021,302,-0.0,6798.999999999999,-0.0,-0.0,-0.0
2021,303,-0.0,7107.6125,-0.0,-0.0,-0.0
2021,304,-0.0,7547.687499999999,-0.0,-0.0,-0.0
2021,305,-0.0,8001.25,-0.0,-0.0,-0.0
2021,306,-0.0,8878.75,-0.0,-0.0,-0.0
2021,307,-0.0,9165.0,-0.0,-0.0,-0.0
2021,308,-0.0,8993.75,-0.0,-0.0,-0.0
2021,309,-0.0,8531.25,-0.0,-0.0,-0.0
2021,310,-0.0,8130.0,-0.0,-0.0,-0.0
2021,311,-0.0,7551.25,-0.0,-0.0,-0.0
2021,312,-0.0,6868.75,-0.0,-0.0,-0.0
2021,313,-0.0,6280.0,-0.0,-0.0,-0.0
2021,314,-0.0,5922.5,-0.0,-0.0,-0.0
2021,315,-0.0,5733.75,-0.0,-0.0,-0.0
2021,316,-0.0,5622.5,-0.0,-0.0,-0.0
2021,317,-0.0,5581.25,-0.0,-0.0,-0.0
2021,318,-0.0,5672.5,-0.0,-0.0,-0.0
2021,319,-0.0,5697.5,-0.0,-0.0,-0.0
2021,320,-0.0,5882.075,-0.0,-0.0,-0.0
2021,321,-0.0,4627.625,-0.0,-0.0,-0.0
2021,322,-0.0,3179.4000000000005,-0.0,-0.0,-0.0
2021,323,-0.0,1063.3875,-0.0,-0.0,-0.0
2021,324,-0.0,-0.0,-0.0,-0.0,-0.0
2021,325,-0.0,-0.0,-0.0,-0.0,-0.0
2021,326,-0.0,351.45000000000095,-0.0,-0.0,-0.0
2021,327,-0.0,4480.2125,-0.0,-0.0,-0.0
2021,328,-0.0,6494.9,-0.0,-0.0,-0.0
2021,329,-0.0,7648.75,-0.0,-0.0,-0.0
2021,330,-0.0,8630.0,-0.0,-0.0,-0.0
2021,331,-0.0,9023.75,-0.0,-0.0,-0.0
2021,332,-0.0,9037.5,-0.0,-0.0,-0.0
2021,333,-0.0,8683.75,-0.0,-0.0,-0.0
2021,334,-0.0,8183.75,-0.0,-0.0,-0.0
2021,335,-0.0,7380.0,-0.0,-0.0,-0.0
2021,336,-0.0,6637.5,-0.0,-0.0,-0.0
2021,337,-0.0,6156.25,-0.0,-0.0,-0.0
2021,338,-0.0,5938.75,-0.0,-0.0,-0.0
2021,339,-0.0,5832.5,-0.0,-0.0,-0.0
2021,340,-0.0,5806.25,-0.0,-0.0,-0.0
2021,341,-0.0,5956.25,-0.0,-0.0,-0.0
2021,342,-0.0,6547.5,-0.0,-0.0,-0.0
2021,343,-0.0,7585.0,-0.0,-0.0,-0.0
2021,344,-0.0,8737.5,-0.0,-0.0,-0.0
2021,345,-0.0,8374.2125,-0.0,-0.0,-0.0
2021,346,-0.0,6606.837499999999,-0.0,-0.0,-0.0
2021,347,-0.0,3581.5750000000003,-0.0,-0.0,-0.0
2021,348,-0.0,-0.0,-0.0,-0.0,-0.0
2021,349,-0.0,-0.0,-0.0,-0.0,-0.0
2021,350,-0.0,-0.0,-0.0,-0.0,-0.0
2021,351,-0.0,-0.0,-0.0,-0.0,-0.0
2021,352,-0.0,5249.825000000001,-0.0,-0.0,-0.0
2021,353,-0.0,9396.25,-0.0,-0.0,-0.0
2021,354,-0.0,10163.75,-0.0,-0.0,-0.0
2021,355,-0.0,10471.25,-0.0,-0.0,-0.0
2021,356,-0.0,10338.75,-0.0,-0.0,-0.0
2021,357,-0.0,9927.5,-0.0,-0.0,-0.0
2021,358,-0.0,9355.0,-0.0,-0.0,-0.0
2021,359,-0.0,8312.5,-0.0,-0.0,-0.0
2021,360,-0.0,7345.0,-0.0,-0.0,-0.0
2021,361,-0.0,6778.75,-0.0,-0.0,-0.0
2021,362,-0.0,6428.75,-0.0,-0.0,-0.0
2021,363,-0.0,6277.5,-0.0,-0.0,-0.0
2021,364,-0.0,6217.5,-0.0,-0.0,-0.0
2021,365,-0.0,6320.0,-0.0,-0.0,-0.0
2021,366,-0.0,6802.5,-0.0,-0.0,-0.0
2021,367,-0.0,7742.5,-0.0,-0.0,-0.0
2021,368,-0.0,8487.2375,-0.0,-0.0,-0.0
2021,369,-0.0,2401.0249999999996,-0.0,-0.0,-0.0
2021,370,-0.0,-0.0,-0.0,-0.0,-0.0
2021,371,-0.0,-0.0,-0.0,-0.0,-0.0
2021,372,-0.0,-0.0,-0.0,-0.0,-0.0
2021,373,-0.0,-0.0,-0.0,-0.0,-0.0
2021,374,-0.0,-0.0,-0.0,-0.0,-0.0
2021,375,-0.0,1949.487499999999,-0.0,-0.0,-0.0
2021,376,-0.0,7660.362499999999,-0.0,-0.0,-0.0
2021,377,-0.0,9495.0,-0.0,-0.0,-0.0
2021,378,-0.0,10125.0,-0.0,-0.0,-0.0
2021,379,-0.0,10370.0,-0.0,-0.0,-0.0
2021,380,-0.0,10212.5,-0.0,-0.0,-0.0
2021,381,-0.0,9773.75,-0.0,-0.0,-0.0
2021,382,-0.0,9165.0,-0.0,-0.0,-0.0
2021,383,-0.0,8100.0,-0.0,-0.0,-0.0
2021,384,-0.0,7191.25,-0.0,-0.0,-0.0
2021,385,-0.0,6678.75,-0.0,-0.0,-0.0
2021,386,-0.0,6400.0,-0.0,-0.0,-0.0
2021,387,-0.0,6253.75,-0.0,-0.0,-0.0
2021,388,-0.0,6205.0,-0.0,-0.0,-0.0
2021,389,-0.0,6312.5,-0.0,-0.0,-0.0
2021,390,-0.0,6763.75,-0.0,-0.0,-0.0
2021,391,-0.0,7632.5,-0.0,-0.0,-0.0
2021,392,-0.0,8675.0,-0.0,-0.0,-0.0
2021,393,-0.0,8645.9625,-0.0,-0.0,-0.0
2021,394,-0.0,8064.6125,-0.0,-0.0,-0.0
2021,395,-0.0,5726.3375,-0.0,-0.0,-0.0
2021,396,-0.0,-0.0,-0.0,-0.0,-0.0
2021,397,-0.0,-0.0,-0.0,-0.0,-0.0
2021,398,-0.0,-0.0,-0.0,-0.0,-0.0
2021,399,-0.0,984.8625000000015,-0.0,-0.0,-0.0
2021,400,-0.0,5871.862499999999,-0.0,-0.0,-0.0
2021,401,-0.0,8863.75,-0.0,-0.0,-0.0
2021,402,-0.0,9702.5,-0.0,-0.0,-0.0
2021,403,-0.0,10065.0,-0.0,-0.0,-0.0
2021,404,-0.0,9915.0,-0.0,-0.0,-0.0
2021,405,-0.0,9508.75,-0.0,-0.0,-0.0
2021,406,-0.0,8920.0,-0.0,-0.0,-0.0
2021,407,-0.0,7987.5,-0.0,-0.0,-0.0
2021,408,-0.0,7136.25,-0.0,-0.0,-0.0
2021,409,-0.0,5399.8951426271815,-0.0,-0.0,-0.0
2021,410,-0.0,5468.90409099316,-0.0,-0.0,-0.0
2021,411,-0.0,5214.651242819237,-0.0,-0.0,-0.0
2021,412,-0.0,5194.977476056449,-0.0,-0.0,-0.0
2021,413,-0.0,4745.61115988555,-0.0,-0.0,-0.0
2021,414,-0.0,4913.166721019648,-0.0,-0.0,-0.0
2021,415,-0.0,4611.590040429094,-0.0,-0.0,-0.0
2021,416,-0.0,5014.867516361309,-0.0,-0.0,-0.0
2021,417,-0.0,5370.082760416952,-0.0,-0.0,-0.0
2021,418,-0.0,4909.221150483417,-0.0,-0.0,-0.0
2021,419,-0.0,4651.799999999999,-0.0,-0.0,-0.0
2021,420,-0.0,3672.9499999999994,-0.0,-0.0,-0.0
2021,421,-0.0,2626.5750000000003,-0.0,-0.0,-0.0
2021,422,-0.0,2535.9124999999995,-0.0,-0.0,-0.0
2021,423,-0.0,4014.4875,-0.0,-0.0,-0.0
2021,424,-0.0,6790.549999999999,-0.0,-0.0,-0.0
2021,425,-0.0,8082.397410511532,-0.0,-0.0,-0.0
2021,426,-0.0,7495.743641888421,-0.0,-0.0,-0.0
2021,427,-0.0,10008.75,-0.0,-0.0,-0.0
2021,428,-0.0,9885.0,-0.0,-0.0,-0.0
2021,429,-0.0,9505.0,-0.0,-0.0,-0.0
2021,430,-0.0,8930.0,-0.0,-0.0,-0.0
2021,431,-0.0,7980.0,-0.0,-0.0,-0.0
2021,432,-0.0,7170.0,-0.0,-0.0,-0.0
2021,433,-0.0,6655.0,-0.0,-0.0,-0.0
2021,434,-0.0,6340.0,-0.0,-0.0,-0.0
2021,435,-0.0,6066.727059812701,-0.0,-0.0,-0.0
2021,436,-0.0,5737.912134404634,-0.0,-0.0,-0.0
2021,437,-0.0,5349.982419540927,-0.0,-0.0,-0.0
2021,438,-0.0,6339.279608720182,-0.0,-0.0,-0.0
2021,439,-0.0,7700.0,-0.0,-0.0,-0.0
2021,440,-0.0,8333.4875,-0.0,-0.0,-0.0
2021,441,-0.0,4467.625,-0.0,-0.0,-0.0
2021,442,-0.0,1475.7124999999996,-0.0,-0.0,-0.0
2021,443,-0.0,2100.175,-0.0,-0.0,-0.0
2021,444,-0.0,4764.375,-0.0,-0.0,-0.0
2021,445,-0.0,6118.9875,-0.0,-0.0,-0.0
2021,446,-0.0,7079.325,-0.0,-0.0,-0.0
2021,447,-0.0,7559.2125,-0.0,-0.0,-0.0
2021,448,-0.0,8118.7,-0.0,-0.0,-0.0
2021,449,-0.0,8566.25,-0.0,-0.0,-0.0
2021,450,-0.0,9345.0,-0.0,-0.0,-0.0
2021,451,-0.0,9582.5,-0.0,-0.0,-0.0
2021,452,-0.0,9457.5,-0.0,-0.0,-0.0
2021,453,-0.0,9072.5,-0.0,-0.0,-0.0
2021,454,-0.0,8630.0,-0.0,-0.0,-0.0
