Year_name,,Elec_demand,Heat_demand
2021,553,11334.9,3813.953793617521
2021,554,11259.69,3810.182135962476
2021,555,11307.31,3850.519555771639
2021,556,11703.93,3910.994670188577
2021,557,12601.45,4011.210158289568
2021,558,12981.58,4245.85490912011
2021,559,13217.6,4799.133861948492
2021,560,13050.39,5023.582081391867
2021,561,13001.14,4764.741148281991
2021,562,12983.29,4518.366520119841
2021,563,12959.1,4327.755218928159
2021,564,12850.87,4180.143342619419
2021,565,12755.26,4086.285442453362
2021,566,12692.85,4015.892017121119
2021,567,12972.45,3966.356044495391
2021,568,13027.62,3950.11859490949
2021,569,13029.17,4003.182093131645
2021,570,12955.14,4070.642458953886
2021,571,12642.08,4173.299537649948
2021,572,12039.86,4186.987148004289
2021,573,12013.75,4096.062306932835
2021,574,11698.59,4031.535000620595
2021,575,11222.05,3982.209672721545
2021,576,10841.98,3877.752774656999
2021,577,10576.48,3813.953793617521
2021,578,10529.48,3810.182135962476
2021,579,10587.88,3850.519555771639
2021,580,10878.37,3910.994670188577
2021,581,11672.27,4011.210158289568
2021,582,12128.34,4245.85490912011
2021,583,12287.67,4799.133861948492
2021,584,11968.98,5023.582081391867
2021,585,11879.73,4764.741148281991
2021,586,11883.61,4518.366520119841
2021,587,11885.9,4327.755218928159
2021,588,11858.42,4180.143342619419
2021,589,11840.22,4086.285442453362
2021,590,11805.75,4015.892017121119
2021,591,11952.48,3966.356044495391
2021,592,12119.54,3950.11859490949
2021,593,12134.99,4003.182093131645
2021,594,12117.54,4070.642458953886
2021,595,11868.96,4173.299537649948
2021,596,11342.06,4186.987148004289
2021,597,11429.86,4096.062306932835
2021,598,11139.31,4031.535000620595
2021,599,10621.6,3982.209672721545
2021,600,10295.3,3877.752774656999
2021,601,10122.08,3813.953793617521
2021,602,10073.82,3810.182135962476
2021,603,10122.71,3850.519555771639
2021,604,10555.41,3910.994670188577
2021,605,11445.15,4011.210158289568
2021,606,12008.84,4245.85490912011
2021,607,12183.6,4799.133861948492
2021,608,12028.07,5023.582081391867
2021,609,11995.09,4764.741148281991
2021,610,11986.07,4518.366520119841
2021,611,11932.4,4327.755218928159
2021,612,11891.39,4180.143342619419
2021,613,11814.0,4086.285442453362
2021,614,11792.29,4015.892017121119
2021,615,12008.24,3966.356044495391
2021,616,12108.79,3950.11859490949
2021,617,12105.05,4003.182093131645
2021,618,12045.08,4070.642458953886
2021,619,11814.15,4173.299537649948
2021,620,11278.99,4186.987148004289
2021,621,11265.69,4096.062306932835
2021,622,11042.79,4031.535000620595
2021,623,10493.73,3982.209672721545
2021,624,10166.09,3877.752774656999
2021,625,9852.63,3813.953793617521
2021,626,9781.46,3810.182135962476
2021,627,9840.56,3850.519555771639
2021,628,9942.04,3910.994670188577
2021,629,10258.26,4011.210158289568
2021,630,10403.27,4245.85490912011
2021,631,10685.67,4799.133861948492
2021,632,10753.4,5023.582081391867
2021,633,10916.27,4764.741148281991
2021,634,11043.03,4518.366520119841
2021,635,11053.44,4327.755218928159
2021,636,11040.85,4180.143342619419
2021,637,11053.5,4086.285442453362
2021,638,11131.83,4015.892017121119
2021,639,11512.41,3966.356044495391
2021,640,11950.5,3950.11859490949
2021,641,12072.45,4003.182093131645
2021,642,11905.29,4070.642458953886
2021,643,11502.96,4173.299537649948
2021,644,11061.84,4186.987148004289
2021,645,11148.59,4096.062306932835
2021,646,10966.05,4031.535000620595
2021,647,10561.44,3982.209672721545
2021,648,10214.05,3877.752774656999
2021,649,9944.52,3813.953793617521
2021,650,9915.8,3810.182135962476
2021,651,9926.12,3850.519555771639
2021,652,9970.83,3910.994670188577
2021,653,10188.35,4011.210158289568
2021,654,10307.64,4245.85490912011
2021,655,10532.21,4799.133861948492
2021,656,10635.36,5023.582081391867
2021,657,10772.38,4764.741148281991
2021,658,10855.95,4518.366520119841
2021,659,10917.4,4327.755218928159
2021,660,10894.78,4180.143342619419
2021,661,10899.37,4086.285442453362
2021,662,10947.18,4015.892017121119
2021,663,11231.71,3966.356044495391
2021,664,11560.56,3950.11859490949
2021,665,11626.84,4003.182093131645
2021,666,11646.4,4070.642458953886
2021,667,11368.17,4173.299537649948
2021,668,10945.59,4186.987148004289
2021,669,11229.04,4096.062306932835
2021,670,11113.73,4031.535000620595
2021,671,10715.05,3982.209672721545
2021,672,10397.67,3877.752774656999
2021,673,10247.73,3813.953793617521
2021,674,10164.57,3810.182135962476
2021,675,10231.15,3850.519555771639
2021,676,10660.99,3910.994670188577
2021,677,11556.62,4011.210158289568
2021,678,12134.55,4245.85490912011
2021,679,12237.6,4799.133861948492
2021,680,12110.3,5023.582081391867
2021,681,12092.19,4764.741148281991
2021,682,12123.6,4518.366520119841
2021,683,12096.19,4327.755218928159
2021,684,12029.33,4180.143342619419
2021,685,12010.28,4086.285442453362
2021,686,11921.9,4015.892017121119
2021,687,12091.27,3966.356044495391
2021,688,12287.46,3950.11859490949
2021,689,12210.24,4003.182093131645
2021,690,12221.69,4070.642458953886
2021,691,11998.51,4173.299537649948
2021,692,11453.71,4186.987148004289
2021,693,11506.17,4096.062306932835
2021,694,11280.05,4031.535000620595
2021,695,10910.7,3982.209672721545
2021,696,10544.44,3877.752774656999
2021,697,10362.76,3813.953793617521
2021,698,10315.73,3810.182135962476
2021,699,10452.73,3850.519555771639
2021,700,10833.76,3910.994670188577
2021,701,11698.15,4011.210158289568
2021,702,12266.42,4245.85490912011
2021,703,12398.83,4799.133861948492
2021,704,12230.91,5023.582081391867
2021,705,12211.73,4764.741148281991
2021,706,12130.18,4518.366520119841
2021,707,12159.71,4327.755218928159
2021,708,12095.2,4180.143342619419
2021,709,12057.25,4086.285442453362
2021,710,12073.48,4015.892017121119
2021,711,12246.84,3966.356044495391
2021,712,12637.6,3950.11859490949
2021,713,12663.14,4003.182093131645
2021,714,12654.32,4070.642458953886
2021,715,12429.34,4173.299537649948
2021,716,11821.27,4186.987148004289
2021,717,11864.82,4096.062306932835
2021,718,11642.1,4031.535000620595
2021,719,11157.08,3982.209672721545
2021,720,10817.19,3877.752774656999
2021,721,10625.3,3813.953793617521
2021,722,10562.42,3810.182135962476
2021,723,10645.02,3850.519555771639
2021,724,11119.27,3910.994670188577
2021,725,11953.78,4011.210158289568
2021,726,12464.88,4245.85490912011
2021,727,12639.94,4799.133861948492
2021,728,12523.55,5023.582081391867
2021,729,12513.0,4764.741148281991
2021,730,12397.33,4518.366520119841
2021,731,12392.48,4327.755218928159
2021,732,12275.79,4180.143342619419
2021,733,12274.97,4086.285442453362
2021,734,12263.81,4015.892017121119
2021,735,12430.63,3966.356044495391
2021,736,12724.11,3950.11859490949
2021,737,12839.52,4003.182093131645
2021,738,12900.78,4070.642458953886
2021,739,12648.11,4173.299537649948
2021,740,12081.01,4186.987148004289
2021,741,12107.05,4096.062306932835
2021,742,11881.21,4031.535000620595
2021,743,11387.23,3982.209672721545
2021,744,11094.14,3877.752774656999
2021,745,10943.31,3813.953793617521
2021,746,10859.25,3810.182135962476
2021,747,10894.96,3850.519555771639
2021,748,11363.27,3910.994670188577
2021,749,12241.64,4011.210158289568
2021,750,12734.58,4245.85490912011
2021,751,12916.61,4799.133861948492
2021,752,12776.34,5023.582081391867
2021,753,12820.52,4764.741148281991
2021,754,12944.42,4518.366520119841
2021,755,12887.09,4327.755218928159
2021,756,12777.31,4180.143342619419
2021,757,12688.05,4086.285442453362
2021,758,12663.4,4015.892017121119
2021,759,12725.12,3966.356044495391
2021,760,13034.73,3950.11859490949
2021,761,13015.07,4003.182093131645
2021,762,13031.35,4070.642458953886
2021,763,12760.85,4173.299537649948
2021,764,12195.53,4186.987148004289
2021,765,12279.04,4096.062306932835
2021,766,11969.6,4031.535000620595
2021,767,11461.58,3982.209672721545
2021,768,11156.25,3877.752774656999
2021,769,10930.73,3813.953793617521
2021,770,10841.73,3810.182135962476
2021,771,10892.29,3850.519555771639
2021,772,11157.83,3910.994670188577
2021,773,11762.73,4011.210158289568
